user,text,date,emotion,sentiment
@joseantoniokast,mañana visitando escuela formación polizia penitenciaria roma aquí restos vehículo magistrado giovanni falcone asesinado mafia 1992 ¿qué esperamos chile reaccionar fuerza crimen organizado,2024-05-22 06:42:29,others,NEG
@joseantoniokast,barnechea podemos importar viejas fórmulas siempre sino necesitamos liderazgos rumbo claro den soluciones creativas equipo fuerte mejorar seguridad vecinos pedro leaplaza candidato alcalde barnechea,2024-05-21 10:54:38,others,NEU
@joseantoniokast,hoy celebramos glorias navales gran saludo toda armada chile día histórico país,2024-05-21 11:33:27,joy,POS
@joseantoniokast,saliendo reuniones parlamento italiano temas críticos chile seguridad crimen organizado regimen carcelario inmigración ilegal,2024-05-21 10:59:00,others,NEG
@joseantoniokast,presidente boric asiste moneda encabezar comité político hará teletrabajo residencia,2024-05-20 11:23:31,others,NEU
@joseantoniokast,mañana reunidos víctima eta españa terrorismo problema muchas partes mundo chile territorios impera anarquía repliega derecho,2024-05-20 11:05:34,others,NEG
@joseantoniokast,tremendo día junto mrepublicanas disfrutando campo tradiciones hacen sentirnos orgullosos ser chilenos muchas gracias directorio asociación rodeo maipo norte invitación,2024-05-19 19:03:20,joy,POS
@joseantoniokast,sido emocionante sentir aún ilusión fuerzas voces llenas esperanza común primera vez reunimos vistalegre hace ahora 6 años ¡gracias vamos dar paso atrás socialismo globalista viva24 jmilei giorgiameloni mlpofficiel andrecventura joseantoniokast amichaichikli morawieckim pmviktororban,2024-05-19 17:44:32,joy,POS
@joseantoniokast,ahora josé antonio kast “el boric gobierno fracasado historia sólo comparable allende” “en chile hoy gobierna travesti político” joseantoniokast,2024-05-19 09:04:11,others,NEG
@joseantoniokast,jose antonio kast acto ultraderecha españa chile gobierna travesti político cooperativacontigo,2024-05-19 08:30:24,others,NEG
@joseantoniokast,josé antonio kast arremete gabriel boric “hoy chile gobierna travesti político”,2024-05-19 09:02:53,others,NEG
@joseantoniokast,hoy joseantoniokast presentó frente miles personas defienden libertad alrededor mundo dejamos intervención europaviva ¡ponle play voxes equipokast europavivaes,2024-05-19 09:26:19,joy,POS
@joseantoniokast,junto benjaminmorenob llegando viva24 voxes promover libertad toda iberoesfera,2024-05-19 04:52:57,joy,POS
@joseantoniokast,revive discurso diputado benjaminmorenob europaviva24 ¡no pierdas diprepublicanos europavivaes voxes,2024-05-18 14:22:28,others,NEU
@joseantoniokast,renuncia sharp reelección cambia pésima situación comuna importante q porteños aprendido lección nunca votemos ideologías trabajando recuperar valparaíso deje ser botín política,2024-05-18 13:59:14,others,NEG
@joseantoniokast,“queremos cosas hagan diferente esperanza puesta ello hacer posible parece imposible” pierdas editorial viernes directora ejecutiva centro estudios carmensoza,2024-05-17 18:00:20,others,NEU
@joseantoniokast,gran respaldo joseantoniokast recuperar valparaiso junto fvenezian trabajaremos toda lafuerzadechile devolverle comuna vecinos,2024-05-16 13:52:33,joy,POS
@joseantoniokast,toda lafuerzadechile vamos recuperar reconstruir municipalidades gobernaciones región valparaiso gran equipo,2024-05-15 23:43:23,joy,POS
@joseantoniokast,¡vamos recuperar municipios gobernaciones chile ayer lanzamiento guía re presentación principales candidatos aquí podrás ver parte vivimos canal youtube encontrarás transmisión completa,2024-05-16 21:20:13,joy,NEU
@joseantoniokast,ponerse lugar hacer instituciones funcionen prever emergencias gestión compromiso así trabajaremos alcaldía viñadelmar junto fvenezian recuperar comuna región valparaiso,2024-05-16 14:30:13,others,NEU
@joseantoniokast,“todos niños importan” frase boric cómo puede ser sepa 2022 reportaron 64000 casos material abuso sexual infantil chile trabajé pdi batería proyectos ley ayudarlos meter pedófilos cárcel,2024-05-16 17:03:55,others,NEG
@joseantoniokast,conchalí junto gran joseantoniokast macasantelices josemezapereira equipo recorrimos emprendimiento familiar nelson ejemplo representa fuerza espíritu salir adelante hora proteger emprendedores familiares,2024-05-16 14:48:42,joy,POS
@joseantoniokast,gratificante mañana compartiendo vecinos recoleta junto joseantoniokast macasantelices josemezapereira sonjitarockstar,2024-05-16 11:13:28,joy,POS
@joseantoniokast,vivo lanzamiento guía re puntapié inicial municipales 2024 busca candidatos pongan lugar trabajen chilenos,2024-05-15 20:50:42,others,NEU
@joseantoniokast,guía re • lanzamiento • miércoles 15 2000 hrs,2024-05-15 20:10:59,others,NEU
@joseantoniokast,pocos minutos pierdas lanzamiento guía re herramienta insumos hacer buena gestión municipal cercana efectiva participativa gestión centrada construir comunas regiones seguras,2024-05-15 19:55:00,others,POS
@joseantoniokast,junto ipoduje recorrer comuna recoleta pudimos conversar vecinos enterarnos primera persona graves problemas urbanísticos sufre comuna hoy nunca necesita conducción firme responsable recuperemosrecoleta,2024-05-15 17:13:48,others,NEG
@joseantoniokast,ahora vivo,2024-05-15 15:48:25,others,NEU
@joseantoniokast,gobiernoincompetente mantiene ministros grau dice problema puerto coronel tema competa ministerio gobierno cada puerto clave chile si compete gobierno tema orden público,2024-05-15 10:07:10,others,NEU
@joseantoniokast,dirá ministro educación pc respecto votación concejales izquierda rechazo recibir duocuc pintana izquierda quiere máseducación mejoreducacion,2024-05-15 09:40:32,others,NEG
@joseantoniokast,hace meses informó lista espera salud habian aumentado 27 millones consultas triste record ahora sabemos mentira situación aún peor 3 millones borradas secretaria indignos,2024-05-14 22:49:54,anger,NEG
@joseantoniokast,izquierda siendo izquierda concejales pc fa pintana niegan miles jóvenes posibilidad acceder educación superior duocuc propia comuna quizás ministro educación podría haber intercedido verdad pc …,2024-05-14 20:16:52,others,NEG
@joseantoniokast,llegamos bajos mena puentealto vecinos sido victimas abandono ausencia delincuencia calles áreas nefastas condiciones sólo incivilidades sortear día día,2024-05-14 12:27:01,anger,NEG
@joseantoniokast,gracias joseantoniokast apoyo prchile recuperarconcepcion necesitamos recuperar seguridad ciudad abandono lafuerzadechile clave penquistas gracias,2024-05-14 13:12:43,others,NEU
@joseantoniokast,quién fiscaliza fiscales fiscal chong sigue postergando innecesariamente calvario judicial sebastian zamora cuándo malos fiscales siguen impunemente cargos,2024-05-14 12:34:48,anger,NEG
@joseantoniokast,hoy mañana agradable desayuno vega chica junto equipo campaña pudimos conversar locatarios contaron dificultades viven respecto orden seguridad sector vamos,2024-05-14 11:21:03,joy,POS
@joseantoniokast,hecho viviendo peor crisis seguridad carcelaria historia chile aquí contamos propuestas devolver seguridad chilenos comparte máscárcelesparachile,2024-05-13 16:22:57,others,NEG
@joseantoniokast,¡no pierdas joseantoniokast hoy meganoticias ahora 2230 hrs,2024-05-13 15:53:25,others,NEU
@joseantoniokast,país vivimos profunda crisis seguridad calles criminales delincuentes caminan libres total impunidad casas chilenos honestos responsables viven encerrados pueden salir libertad ¡necesitamos nueva política penitenciaria chile criminales deben pagar delitos cárcel efectiva máscárcelesparachile ¡difunde comparte,2024-05-13 20:53:02,anger,NEG
@joseantoniokast,latercerapm cárceles lejos ciudades cambios gendarmería propuesta republicanos cambiar sistema penitenciario,2024-05-13 13:35:07,others,NEU
@joseantoniokast,¡en minutos secretaria general candidata alcaldesa recoleta ruthhurtado primer café cooperativa pierdas,2024-05-13 08:01:50,joy,NEU
@joseantoniokast,gran abrazo felizdiadelamadre,2024-05-12 16:17:26,joy,POS
@joseantoniokast,ideas republicanas trabajamos documento dirigido candidatos alcaldes concejales gobernadores contiene propuestas recuperar reconstruir municipalidades gobiernos regionales país eje puesto probidad eficiencia transparencia,2024-05-12 11:32:48,others,NEU
@joseantoniokast,“guía re” hoja ruta republicanos conseguir triunfos regiones,2024-05-12 11:00:02,others,POS
@joseantoniokast,terminando gran día terreno celebrando día madre tremendas mamás maipu muchas gracias diputado agustinromerole invitación equipo,2024-05-11 21:26:49,joy,POS
@joseantoniokast,si canal televisión puede establecer ruta migrantes irregulares pregunta autoridades cargo tema carolinatoha drmanuelmonsalv eduardovergarab gobiernoincompetente,2024-05-11 16:11:57,others,NEU
@joseantoniokast,¿cuál aporte ¿por conocen trabajos específicos hizo favor damnificados megaincendio región valparaíso preguntasnos hacemos escape silencioso ministra vocera gobierno… diputadosrepublicanos,2024-05-11 11:52:51,others,NEG
@joseantoniokast,voltereta “perro matapacos” denigrante según ministra camila vallejo simbolo positivo personas insólito,2024-05-11 10:35:42,anger,NEG
@joseantoniokast,llegaron tarde emergencia montaron show falsa reconstrucción primera lluvia dejaron solos abandonados frente gobierno cuida respeta sufren gobiernoincompetente,2024-05-10 21:44:03,anger,NEG
@joseantoniokast,cerros viña mar junto candidato gobernador fvenezian futura alcaldesa antopecchenino viendo terreno abandono desprotección víctimas incendio ¿y camila vallejo nunca vieron,2024-05-10 15:54:45,others,NEG
@joseantoniokast,valparaiso junto futuro alcalde rgonzalezcamus futuro gobernador regional fvenezian acompañados diputados barchiesidip sanchezdiputado recuperemosvalparaiso soyrepublicano,2024-05-10 11:46:34,others,NEU
@joseantoniokast,vocera gobierno habla solo conviene uso tragedia viña mar figurar dejó abandonado necesitaban soluciones concretas,2024-05-09 22:45:03,others,NEG
@joseantoniokast,gobierno gabrielboric sólo aumentará crimen organizado ello terror angustia miles chilenos esperamos habitual arrepienta futuro haber privilegiado ideología paz chilenos,2024-05-09 21:24:52,anger,NEG
@joseantoniokast,san bernardo gran alcalde christián gómez distrito 14 tremendo equipo junto jirarrazavalr recuperar región metropolitana gracias cariño invitación,2024-05-09 19:56:36,joy,POS
@joseantoniokast,gran equipo vamos recuperar región metropolitana junto macasantelices soyrepublicano,2024-05-09 15:16:58,joy,POS
@joseantoniokast,hace 12 días asesinaron tres carabineros cañete ¿y haciendo boric comentando futbol radio presidente absolutamente desconectado realidad culturawoke,2024-05-09 13:48:56,others,NEG
@joseantoniokast,¿hasta cuándo presidente,2024-05-09 13:34:55,others,NEG
@joseantoniokast,asumo humildad compromiso enorme desafío autoridades cómplices crisis inseguridad perdieron urgencia necesita recuperar región metropolitana fuerza valentía determinación santiago debe volver sonreír,2024-05-09 11:11:25,joy,NEG
@joseantoniokast,boric prometió dejaría solas víctimas incendio viña mar vez cumplió solo dejó abandonados sino entregó soluciones emergencia mala calidad colapsaron primera lluvia usaron emergencia ministra vallejo paseara medios luego saliera silencio primer problema gobiernoincompetente,2024-05-09 09:41:06,anger,NEG
@joseantoniokast,después casi 4 años comienza esclarecerse quiénes asesinos moisésorellana joven 21 años asesinado cañete terrorista “delincuentes rurales” gusta decir políticos izquierda,2024-05-09 09:22:18,anger,NEG
@joseantoniokast,funcionario cacho juan andrés lagos cuesta chile 3 millones pesos da declaraciones propia ministra comparte constantemente cuestionado sigue generando problemas gobierno día día ¿por mejor echan,2024-05-08 18:11:57,others,NEG
@joseantoniokast,vivo semanare,2024-05-08 15:44:37,others,NEU
@joseantoniokast,regreso hungría kast propuesta construir muro frontera chile bolivia ciertos lugares requieren tipo obstáculo gente ingrese josé antonio kast joseantoniokast líder partido republicano prchile vivo pautadeánalisis →,2024-05-08 08:21:50,others,NEU
@joseantoniokast,¡en minutos 800 sintoniza radio pauta 1005 josé antonio kast,2024-05-08 07:46:09,others,NEU
@joseantoniokast,fácil insultar mentir desacreditar luego decir “fue error” corresponde gobierno español saque personaje cargo pida disculpas formales jmilei,2024-05-07 19:06:47,anger,NEG
@joseantoniokast,ruthhurtado condena héctor llaitul “los republicanos esperamos condena primera muchas terroristas”,2024-05-07 17:06:45,others,NEG
@joseantoniokast,inaceptable señor lagos siga trabajando ministerio interior da,2024-05-06 23:20:51,anger,NEG
@joseantoniokast,“las ideas libertad única forma alcanzar prosperidad” parte tremendo discurso jmilei milkeninstitute vale pena escucharlo,2024-05-06 18:42:32,others,POS
@joseantoniokast,necesitamos presidente carácter decisión,2024-05-06 09:21:29,others,NEU
@joseantoniokast,comparto entrevista hoy conystipicic jumastorga radioinfinita,2024-05-06 09:05:36,others,NEU
@joseantoniokast,joseantoniokast vivo infinitafm,2024-05-06 08:07:59,others,NEU
@joseantoniokast,lautaro carmona “si atacan cuba atacan nosotros” mensaje decimos cuba vive bajo opresión dictadura presidente boric pide “más” democracia isla dirán ahora ministros comunistas gabinete,2024-05-05 22:16:48,others,NEG
@joseantoniokast,¡mañana conectamos lunes 6 mayo joseantoniokast radio infinita 800 hrs ¡no pierdas,2024-05-05 20:34:51,joy,NEU
@joseantoniokast,escuchar lautaro carmona explicando convenio bilateral firmado partido comunista chileno cubano recrear discurso años ‘60 claro pc chileno evolucionado sigue admirando respaldando dictadura cubana,2024-05-05 16:36:23,others,NEU
@joseantoniokast,vea nota tome posición si justicia condena dueño casa podrido imaginamos ojalá conozca nombre buscan condenar héroe defiende familia,2024-05-03 22:03:49,others,NEU
@joseantoniokast,“fiscal” chong formará parte asociación nacional fiscales sinceramente espero contrario declaración emitida carecería,2024-05-05 10:26:09,others,NEG
@joseantoniokast,¡tenemos candidata gobernadora arica parinacota importante mensaje drakarlakepec olvides seguirla todas redes,2024-05-04 13:14:40,joy,POS
@joseantoniokast,delincuencia soluciona ministerios enfrenta carácter coherencia aplicando ley encarcelando delincuentes haciendo responsables autoridades cargo cualquier pais toha monsalve vergara sido destituidos,2024-05-04 11:49:51,others,NEG
@joseantoniokast,educación última década crearon 2 superintendencias 2 subsecretarías agencia decenas servicios educación miles millones burocracia pitutos fracaso vista queremos sino mejor arecuperarchile,2024-05-04 09:48:43,others,NEG
@joseantoniokast,hace semana tres carabineros asesinados sitio ninguna autoridad asumió responsabilidad aún ningun asesino detenido hecho triste realidad gobiernoincompetente,2024-05-04 09:17:37,anger,NEG
@joseantoniokast,verdad siempre sale luz …,2024-05-03 21:11:02,joy,POS
@joseantoniokast,enfrentar crimen organizado proteger vidas resguardar uniformados requieren medidas innovadoras sino voluntad carácter ¡no pierdas editorial semana olvides compartir,2024-05-03 16:23:23,others,POS
@joseantoniokast,valparaíso podemos seguir igual peor queremos cambiar mejor gobernación servicio personas ideología lafuerzadechile,2024-05-03 07:27:26,others,NEG
@joseantoniokast,imagen arriba frontera bolivia chile imagen abajo muro hungria serbia cuál efectiva frenar inmigración ilegal cerremoslafrontera,2024-05-02 21:41:19,others,NEU
@joseantoniokast,ayer 9 mañana barrio yungay víctima mortal crimen descontrolado destruyendo país hastacuando,2024-05-02 13:35:36,anger,NEG
@joseantoniokast,hace 3 años camila vallejo ridiculizaba propuesta zanja terminaron construyendola hoy hace mismo respecto muro espero pase tiempo gobierno empiece construirlo cuanto mejor frenar inmigración ilegal cerremoslafrontera,2024-05-02 12:09:59,anger,NEG
@joseantoniokast,inmigración ilegal destruyendo país frenarla urgente cerrar frontera zanja necesaria insuficiente muro vallas inevitables cerremoslafrontera,2024-05-02 08:08:04,anger,NEG
@joseantoniokast,hoy 01 mayo republicanos saludamos trabajan sacar adelante país trabajadores chile día muchas gracias,2024-05-01 09:31:35,joy,POS
@joseantoniokast,ahora maite orsini involucra “su presidente” justificar rechazo debatir normas ruf total despacho recibió instrucción g boric,2024-04-30 14:14:57,others,NEG
@joseantoniokast,maite orsini niega discutir total despacho reglas uso fuerza apoyar proteger trabajo carabineros cambiado gobierno parlamentarios odian carabineros dispuestos darle herramientas necesitan defenderse,2024-04-29 17:24:35,others,NEG
@joseantoniokast,esperamos respaldo carabineros sectores manifestado días traduzca apoyar indicación entrega competencia tribunales militares evitar así persecuciones ideológicas,2024-04-29 10:27:50,others,NEU
@joseantoniokast,hace 4 días desapareció subsecretario prevención delito eduardo vergara ningún mensaje ningún posteo ninguna declaración asesinato tres carabineros dónde vacaciones presidente boric ¿ cuándo mantiene funcionario incompetente cargo,2024-04-28 19:39:09,anger,NEG
@joseantoniokast,ayer hoy mañana nunca contexto justificar perro “matapacos”,2024-04-28 18:18:01,others,NEG
@joseantoniokast,24 horas pasado masacre carabineros gobierno aún reacciona medidas verdad 1 sitio arauco 2 destitución gabinete seguridad 3 reforzar fronteras evitar fuga ¿qué esperando,2024-04-28 01:26:16,others,NEG
@joseantoniokast,¿qué respeto puede tener aquellos llevan años incitando odio carabineros responsables herramientas juridicas respaldo político evitar masacren si alguien callar pedir perdón borrar mensajes ustedes,2024-04-27 11:41:18,anger,NEG
@joseantoniokast,frente masacre orquestada terroristas estadodesitio ahora,2024-04-27 11:17:14,anger,NEG
@joseantoniokast,comunicado partido republicano asesinato tres carabineros cañete,2024-04-27 10:31:31,others,NEU
@joseantoniokast,emboscados quemados asesinados basta palabras promesas falsas chilenos quieren acción carabineros necesitan protección estadodesitio destituciongabineteseguridad controldefronteras,2024-04-27 06:43:47,anger,NEG
@joseantoniokast,tres carabineros asesinados arauco llegó hora terminar buenismo atacar fuerza terrorismo sitio cierre fortalecimiento fronteras destitución gabinete seguridad urgente presidente boric llegó momento despertar,2024-04-27 03:28:16,others,NEG
@joseantoniokast,gran intervención geertwilderspvv cpachungary2024 líder fuerza decisión venció políticamente correcto últimas elecciones países bajos holanda cpac alapjogokert,2024-04-26 20:07:34,others,NEU
@joseantoniokast,chile merece presidente woke chile necesita presidente despierte verdad enfrentar fuerza decisión crisis seguridad económica destruyendo país insulto triste realidad,2024-04-26 16:21:31,sadness,NEG
@joseantoniokast,¡ahora joseantoniokast cpachungary,2024-04-26 08:22:25,joy,NEU
@joseantoniokast,junto mschlapp presidente cpac cpachungary2024,2024-04-26 07:16:49,others,NEU
@joseantoniokast,suciedad valparaiso 8 años arregla pintando fachadas último día valparaíso merece,2024-04-25 15:37:51,anger,NEG
@joseantoniokast,¡tenemos candidato alcalde ancud arturosquella presenta carlosseitz candidato alcalde comuna ancud invitamos seguirlo redes sociales compartir gran noticia,2024-04-25 15:30:59,joy,POS
@joseantoniokast,¿ cuál colmo subsecretario prevención delito entren robar dependencia subsecretaria insólito absurdo gobiernoincompetente,2024-04-24 21:44:40,anger,NEG
@joseantoniokast,camino hungria ojalá dejen viajar,2024-04-24 14:32:22,others,NEU
@joseantoniokast,hace días salvador pudimos conocer primera fuente vive sociedad paz ¿ cuál receta “mágica” cumple ley,2024-04-23 16:59:31,others,NEU
@joseantoniokast,mientras ministra toha bailaba aniversario partido socialista presidente boric asistía partido fútbol asesino teniente sanchez huía chile nadie pudiese detenerlo gobiernoincompetente,2024-04-23 12:53:43,anger,NEG
@joseantoniokast,chilenos desesperados adultos mayores alzar voz asalten violencia da cuenta gravedad crisis seguridad enfrentamos abandono,2024-04-23 10:21:16,sadness,NEG
@joseantoniokast,política actuar convicción cálculo correspondía apoyar censura grave intromisión ministro elizalde lamento sectores “oposición” sumado,2024-04-22 18:40:30,others,NEG
@joseantoniokast,buena noticia comenzar semana llaitul declarado culpable pagará cárcel daño dolor causado,2024-04-22 14:36:49,joy,NEU
@joseantoniokast,continuidad precisamente terminar recoletanos merecen administración servicio vecinos trabajando mejorar vidas pagar operadores políticos,2024-04-20 13:30:04,others,NEU
@joseantoniokast,cuba paraiso comunistas ingreso ilegal país sancionado cárcel 1 3 años chile comunistas dicen migrar ilegalmente derecho humano insólito,2024-04-21 17:50:23,others,NEG
@joseantoniokast,buena entrevista arturosquella libero,2024-04-21 13:34:40,others,POS
@joseantoniokast,517 millones pesos debe ministerio energia enap fallido experimento populista distribución gas 100 mil pesos balón gas amerita investigación sanciones responsables fraude,2024-04-20 22:15:56,anger,NEG
@joseantoniokast,comunistas peligro democracia,2024-04-20 19:51:04,others,NEG
@joseantoniokast,solo gobierno fracasado sino profundamente desconectado realidad mundo paralelo estan convencidos haciendo fantástico gobiernoincompetente,2024-04-20 14:02:59,others,NEG
@joseantoniokast,¡vamos recuperar región valparaíso olvides seguir candidatos gobernador valparaíso fvenezian alcalde valparaíso rgonzalezcamus alcaldesa viña mar antopecchenino atentos nuevas noticias,2024-04-20 12:16:39,others,NEU
@joseantoniokast,contento toda energía junto gran equipo recuperemos región valparaiso así devolverle vecinos comunas seguras limpias prósperas vamos toda lafuerzadechile antopecchenino rgonzalezcamus,2024-04-20 11:12:09,joy,POS
@joseantoniokast,¡tenemos candidato gobernación valparaíso hoy confirmamos fvenezianvalpo candidato gobernador región valparaíso francesco suma candidatos alcaldes comunas valparaíso rgonzalezcamus viña mar antopecchenino,2024-04-20 10:10:41,joy,NEU
@joseantoniokast,justicia tarda finalmente llega pronto turno daniel jadue luego 12 años destrucción recoleta espero pague cárcel inmenso daño hecho comuna,2024-04-20 09:40:15,anger,NEG
@joseantoniokast,tragedia impacta pais joven tercer medio apuñalado afuera colegio lota chile salir fondo recuperar país,2024-04-19 20:02:21,sadness,NEG
@joseantoniokast,creer capaz llegar ideología finlandia quieren someter 3er juicio penal diputada citar versículos bíblicos tw fuerza fe paivirasanen,2024-04-19 19:33:54,others,NEU
@joseantoniokast,situación dicen pudimos ver cientos personas ingresaron manera irregular camino albergue acuerdo cifras entregadas pdi proyectando migrantes ingresados hoy ingresarán muchas personas año pasado,2024-04-19 14:49:58,others,NEG
@joseantoniokast,excelente carta recuperar recoleta pueda ayudar cuenta conmigo ruthhurtado,2024-04-18 19:11:42,others,NEU
@joseantoniokast,formalización daniel jadue adelantarse urgente evitar fuga chile asegurar comparecencia justicia recoleta podemos permitir impunidad,2024-04-18 14:40:48,others,NEG
@joseantoniokast,pillaron daniel jadue camino venezuela semanas formalización fiscalía debe pedir arraigo evitar fuga,2024-04-18 10:15:24,others,NEU
@joseantoniokast,ministro luis cordero ministra carolina tohá deberían ver exposición juez fernando guzmán udp volver hablar tema cárceles relata detalles crisis carcelaria vive hoy chile,2024-04-18 08:35:02,others,NEU
@joseantoniokast,lafuerzaderecoleta suma tarea recuperar reconstruir país candidata alcaldesa recoleta ruthuas junto cámara comercio patronato reunieron apoyar fortalecer importante trabajo realizan comercios comuna así junto lafuerzadechile recuperar seguridad trabajo sector,2024-04-17 19:44:52,others,NEU
@joseantoniokast,lunes camara diputados vota censura mesa karol cariola dudas estan confundidos confundan equivoquen votar favor censura permite sancionar conducta irresponsable diputado rivas votar darle razon comunistas,2024-04-17 17:49:33,others,NEG
@joseantoniokast,ideología falta preparación hacen gobierno inoperante joseantoniokast vivo semana re,2024-04-17 16:12:29,anger,NEG
@joseantoniokast,vivo,2024-04-17 15:52:25,others,NEU
@joseantoniokast,¡en minutos comenzamos nuevo semanare hoy gran programa pierdan,2024-04-17 14:13:06,joy,POS
@joseantoniokast,iraníes detenidos pasaportes falsos aeropuerto santiago hoy caminando libres calles chile terrorismo acecha país presidente peleándose alertan graves riesgos insolito,2024-04-17 13:42:04,others,NEG
@joseantoniokast,bancada republicana anuncia censura mesa cámara diputados,2024-04-17 09:47:03,others,NEU
@joseantoniokast,chile necesita mejores cárceles delincuentes andan libres calles queden tras rejas chilenos puedan vivir paz gobierno sigue desconectado favoreciendo impunidad gobiernoincompetente,2024-04-17 08:10:59,anger,NEG
@joseantoniokast,bancada prchile presentado censura mesa cámara diputados luego confesión vicepdte gaspar rivas ofrecimientos gobierno permitiremos vulneracion flagrante separación poderes lacensurava,2024-04-16 19:07:06,others,NEG
@joseantoniokast,separación poderes principio legalidad autonomía congreso nacional principio juridicidad alguien debe responder,2024-04-16 17:22:50,others,NEU
@joseantoniokast,inaceptable vicepresidente cámara reconoce ministro ofreció cargo mesa corporación cuándo gobierno dispone cargos organización interna congreso nacional ministro alvaroelizalde debe entender chile puede comportarse si venezuela,2024-04-16 16:59:55,anger,NEG
@joseantoniokast,separación poderes principio mínimo toda democracia afirmado diputado rivas demuestra gobierno sobrepasó límites negociaciones presidencia cámara,2024-04-16 16:39:15,others,NEU
@joseantoniokast,grave denuncia alcalde germancodina crimen organizado avanza control siquiera escuelas resguardo parar,2024-04-16 07:11:08,others,NEG
@joseantoniokast,ministro montes viejo refrán dice “la mentira piernas cortas” ud sabía mayo 2023 dirá verdad casoconvenios,2024-04-15 16:05:27,others,NEU
@joseantoniokast,común indica delincuentes narcotraficantes terroristas cárcel hoy chilenos honestos viven encerrados enrejados casas gobierno fracasó próximo primera prioridad recuperar libertad ciudadanos,2024-04-15 11:21:16,others,NEG
@joseantoniokast,vivo,2024-04-15 07:43:40,others,NEU
@joseantoniokast,gracias liderazgo sr presidente nayibbukele seguimos siendo referentes internacionales implementación exitosas estrategias seguridad últimos días contamos visita comisión políticos chile compartimos conocimientos experiencias proceso transformación país trabajo integral articulado posicionado país seguro hemisferio occidental ahora salvador visto modelo seguir naciones políticas innovadoras priorizan paz seguridad desarrollo salvadoreños plancontrolterritorial guerracontrapandillas,2024-04-11 12:22:49,others,POS
@joseantoniokast,comparto entrevista hoy canal t13 iván valenzuela,2024-04-14 16:30:44,others,NEU
@joseantoniokast,países autoconvocado comités crisis sé si chile preparados veo presidente ocupado tema dice excandidato presidencial josé antonio kast ataque irán israel mesacentral »,2024-04-14 11:53:22,others,NEG
@joseantoniokast,irán lanza ataque drones misiles israel podrían ser mismos drones regaló bolivia vigilar fronteras chile problema grave seguridad nacional gobierno débil inexperto enfrentarlo,2024-04-13 20:16:33,others,NEG
@joseantoniokast,seguridad valparaíso puede seguir esperando hastacuando autoridades locales dejarán delincuentes rehenes vecinos comuna,2024-04-13 11:15:58,others,NEG
@joseantoniokast,cisterna delincuentes apuñalaron joven 18 años interior micro pocas horas murió hospital ¿hastá cuándo presidente chilenos quieren vivir paz,2024-04-12 20:46:44,anger,NEG
@joseantoniokast,¿hasta cuándo vivimos miedo hastacuando,2024-04-12 10:41:13,surprise,NEG
@joseantoniokast,fiscal barros confirma asesinato ronaldojeda motivación política organizado venezuela llego hora presidente chile enfrente dictador maduro exija respeto patria soberanía nacional,2024-04-12 07:26:24,others,NEG
