12,@joseantoniokast,¿Hasta cuándo Presidente?,"May 9, 2024 · 5:34 PM UTC",others,NEG
13,@maca_santelices,"Asumo con humildad y compromiso este enorme desafío.  Las autoridades son cómplices de la crisis de inseguridad, perdieron el sentido de urgencia. Se lo que se necesita para recuperar la Región Metropolitana: Fuerza, valentía y determinación.   Santiago debe volver a sonreír.","May 9, 2024 · 3:11 PM UTC",joy,NEG
14,@joseantoniokast,"Boric prometió que no dejaría solas a las víctimas del incendio de Viña del Mar. Una vez más no cumplió. No solo los dejó abandonados, sino que les entregó soluciones de emergencia de mala calidad que colapsaron ante la primera lluvia. Usaron la emergencia para que la Ministra Vallejo se paseara por los medios y luego saliera en silencio ante el primer problema #GobiernoIncompetente","May 9, 2024 · 1:41 PM UTC",anger,NEG
15,@joseantoniokast,Después de casi 4 años comienza a esclarecerse quiénes fueron los asesinos de a #MoisésOrellana. Joven de 21 años asesinado en #Cañete por terrorista y no por “delincuentes rurales” como le gusta decir a políticos de izquierda,"May 9, 2024 · 1:22 PM UTC",anger,NEG
16,@JoseMezaPereira,TIENEN UN FUNCIONARIO QUE ES UN CACHO  Juan Andrés Lagos le cuesta a Chile más de 3 MILLONES DE PESOS y da declaraciones que la propia ministra no comparte. Está constantemente cuestionado y le sigue generando problemas al gobierno día a día ¿Por qué mejor no lo echan?,"May 8, 2024 · 10:11 PM UTC",anger,NEG
17,@joseantoniokast,EN VIVO 🔴 por #SemanaRe https://nitter.net/i/broadcasts/1YqJDgBgXoVGV,"May 8, 2024 · 7:44 PM UTC",others,NEU
18,@Pauta_cl,"Regreso de Hungría: Kast y propuesta para construir un muro en la frontera de Chile y Bolivia  ""Hay ciertos lugares que requieren de un tipo de obstáculo para que la gente no ingrese""- José Antonio Kast (@joseantoniokast), líder del Partido Republicano (@PRChile).  📡 EN VIVO | #PautaDeÁnalisis → tinyurl.com/uae56fyy","May 8, 2024 · 12:21 PM UTC",others,NEU
19,@EquipoKast,¡En poco minutos!  A las 8:00 sintoniza radio Pauta (100.5) donde estará José Antonio Kast 📻  https://www.pauta.cl,"May 8, 2024 · 11:46 AM UTC",others,NEU
20,@joseantoniokast,"Que fácil es insultar, mentir, desacreditar y luego decir “fue un error”.  Lo que corresponde es que el gobierno español saque a ese personaje de su cargo y pida disculpas formales a @JMilei","May 7, 2024 · 11:06 PM UTC",anger,NEG
21,@PRChile,📌 @Ruth_Hurtado_ sobre condena a Héctor Llaitul: “Los Republicanos esperamos que esta condena sea la primera de muchas para los terroristas”,"May 7, 2024 · 9:06 PM UTC",others,NEU
22,@joseantoniokast,Es inaceptable que el señor Lagos siga trabajando en el Ministerio del Interior.  No da para más !!,"May 7, 2024 · 3:20 AM UTC",anger,NEG
23,@joseantoniokast,“Las ideas de la libertad son la única forma de alcanzar la prosperidad” parte del tremendo discurso de @JMilei ante el @MilkenInstitute   Vale la pena escucharlo !! https://milkeninstitute.org/panel/15750/remarks-president-argentina-javier-milei,"May 6, 2024 · 10:42 PM UTC",others,POS
24,@joseantoniokast,Necesitamos un Presidente con carácter y decisión.,"May 6, 2024 · 1:21 PM UTC",others,POS
25,@joseantoniokast,Les comparto entrevista de hoy con @conystipicic y @jumastorga en @radioinfinita https://piped.video/watch?v=Fs4u_s_9cZ4,"May 6, 2024 · 1:05 PM UTC",others,NEU
26,@EquipoKast,. @joseantoniokast  en vivo @InfinitaFM,"May 6, 2024 · 12:07 PM UTC",others,NEU
27,@joseantoniokast,Otra de Lautaro Carmona: “Si atacan a Cuba nos atacan a nosotros” El mensaje es para los que decimos que Cuba vive bajo la opresión de una dictadura o para su presidente Boric que pide “más” democracia para la isla ?  Qué dirán ahora los ministros comunistas del gabinete ?,"May 6, 2024 · 2:16 AM UTC",others,NEG
28,@EquipoKast,¡Mañana nos conectamos!🎙️ Este lunes 6 de mayo @joseantoniokast estará en Radio Infinita a las 8:00 hrs ¡No te lo pierdas!   https://www.infinita.cl/en-vivo/,"May 6, 2024 · 12:34 AM UTC",joy,NEU
29,@joseantoniokast,Escuchar a Lautaro Carmona explicando el convenio bilateral firmado entre el Partido Comunista chileno y el cubano es como recrear  un discurso de los años ‘60. Está claro que el PC chileno no ha evolucionado nada y sigue admirando y respaldando la dictadura cubana !!,"May 5, 2024 · 8:36 PM UTC",anger,NEG
30,@arturo_squella,Vea la nota y tome posición!  Si la justicia condena a dueño de casa está todo más podrido de lo que nos imaginamos. Ojalá se conozca nombre de quienes buscan condenar a héroe que defiende a su familia.,"May 4, 2024 · 2:03 AM UTC",anger,NEG
31,@joseantoniokast,La “fiscal” Chong formará parte de la Asociación Nacional de Fiscales ?  Sinceramente espero que no. De lo contrario la declaración emitida carecería de todo sentido.,"May 5, 2024 · 2:26 PM UTC",others,NEG
32,@crvalenzuela,Columna: El Perro Mataboric https://www.latercera.com/opinion/noticia/columna-de-cristian-valenzuela-el-perro-mataboric/AXE52UMMJJGSLIO6B66NJDDEV4/#,"May 5, 2024 · 12:04 AM UTC",others,NEU
33,@PRChile,¡Tenemos candidata a Gobernadora en Arica y Parinacota!  Importante mensaje de @Dra_KarlaKepec 👇🇨🇱👏  No olvides seguirla en todas sus redes 💪,"May 4, 2024 · 5:14 PM UTC",others,NEU
34,@joseantoniokast,"La delincuencia no se soluciona con más Ministerios. Se enfrenta con carácter y coherencia. Aplicando la ley y encarcelando delincuentes. También haciendo responsables a las autoridades que están a cargo. En cualquier pais Toha, Monsalve y Vergara habrían sido destituidos !!","May 4, 2024 · 3:49 PM UTC",anger,NEG
35,@safigueroa,"En Educación durante la última década se crearon: 2 superintendencias, 2 subsecretarías, una agencia y decenas de servicios de educación. Miles de millones, más burocracia, más pitutos y el fracaso está a la vista! No queremos más Estado, sino un Mejor Estado. #ARecuperarChile","May 4, 2024 · 1:48 PM UTC",anger,NEG
36,@joseantoniokast,"Hace una semana, tres Carabineros fueron asesinados. No hubo Estado de Sitio, ninguna autoridad asumió la responsabilidad y aún no hay ningun asesino detenido por este hecho. Es la triste realidad del #GobiernoIncompetente que tenemos","May 4, 2024 · 1:17 PM UTC",anger,NEG
37,@joseantoniokast,La verdad siempre sale a la luz …,"May 4, 2024 · 1:11 AM UTC",others,NEU
38,@i_republicanas,"Para enfrentar el crimen organizado, para proteger vidas y resguardar a nuestros uniformados, no se requieren medidas innovadoras, sino que voluntad y carácter.   ¡No te pierdas la editorial de esta semana y no olvides compartir!  https://piped.video/watch?v=wKKI2H_13yE","May 3, 2024 · 8:23 PM UTC",others,NEU
39,@FVenezian_,"En Valparaíso, no podemos seguir igual para estar peor.  Queremos cambiar, para estar mejor.  Por una Gobernación al servicio de las personas, no de la ideología.  #LaFuerzaDeChile","May 3, 2024 · 11:27 AM UTC",others,NEG
40,@joseantoniokast,"En la imagen de arriba, la frontera de Bolivia con Chile . En la imagen de abajo, el muro de Hungria con Serbia.  Cuál es más efectiva para frenar la inmigración ilegal ?  #CerremosLaFrontera","May 3, 2024 · 1:41 AM UTC",others,NEU
41,@joseantoniokast,"Ayer, a las 9 de la mañana en el Barrio Yungay. Otra víctima mortal del crimen descontrolado que esta destruyendo nuestro país. #HastaCuando","May 2, 2024 · 5:35 PM UTC",anger,NEG
42,@joseantoniokast,"Hace 3 años, Camila Vallejo ridiculizaba nuestra propuesta de zanja. Terminaron construyendola. Hoy hace lo mismo respecto del muro. Espero no pase mucho tiempo antes que el gobierno empiece a construirlo. Cuanto antes mejor para frenar la inmigración ilegal #CerremosLaFrontera","May 2, 2024 · 4:09 PM UTC",anger,NEG
43,@joseantoniokast,"La inmigración ilegal está destruyendo nuestro país. Para frenarla, es urgente cerrar nuestra frontera. La zanja es necesaria, pero insuficiente. El muro y las vallas son inevitables. #CerremosLaFrontera","May 2, 2024 · 12:08 PM UTC",anger,NEG
44,@PRChile,"Hoy, 01 de mayo, los Republicanos saludamos a todos los que trabajan por sacar adelante nuestro país 🇨🇱💪  A los trabajadores de Chile en su día, muchas gracias 👏","May 1, 2024 · 1:31 PM UTC",joy,POS
45,@joseantoniokast,Ahora Maite Orsini involucra “su presidente” para justificar el rechazo a debatir las normas RUF hasta total despacho. Recibió una instrucción de G. Boric ?,"Apr 30, 2024 · 6:14 PM UTC",others,NEG
46,@joseantoniokast,Maite Orsini se niega a discutir hasta total despacho las reglas de uso de la fuerza para apoyar y proteger el trabajo de Carabineros. Nada ha cambiado: este gobierno y sus parlamentarios odian a Carabineros y no están dispuestos a darle las herramientas que necesitan para defenderse,"Apr 29, 2024 · 9:24 PM UTC",anger,NEG
47,@arturo_squella,"Esperamos que el respaldo a Carabineros que todos los sectores han manifestado estos días, se traduzca en apoyar la indicación que le entrega competencia a los tribunales militares, para evitar así persecuciones ideológicas  https://www.biobiochile.cl/noticias/nacional/chile/2024/04/29/republicanos-presentara-indicacion-para-que-tribunales-militares-vean-casos-con-policias-involucrados.shtml","Apr 29, 2024 · 2:27 PM UTC",others,NEU
48,@joseantoniokast,"Hace 4 días que desapareció el Subsecretario de Prevención del Delito, Eduardo Vergara.  Ningún mensaje, ningún posteo, ninguna declaración por el asesinato de tres Carabineros.  Dónde estará ?   De vacaciones ?  Presidente Boric:  ¿ Hasta cuándo mantiene este funcionario incompetente en el cargo ?","Apr 28, 2024 · 11:39 PM UTC",anger,NEG
49,@joseantoniokast,"Ni ayer, ni hoy, ni mañana. Nunca !! No hay contexto para justificar al perro “matapacos”","Apr 28, 2024 · 10:18 PM UTC",anger,NEG
50,@joseantoniokast,24 horas han pasado de la masacre de nuestros Carabineros y el gobierno aún no reacciona con medidas de verdad:  1. Estado de Sitio para Arauco 2. Destitución del gabinete de seguridad 3. Reforzar fronteras para evitar fuga  ¿Qué están esperando?,"Apr 28, 2024 · 5:26 AM UTC",anger,NEG
51,@joseantoniokast,"¿Qué respeto se puede tener con aquellos que llevan años incitando al odio contra Carabineros y que son responsables de que no tengan herramientas juridicas ni respaldo político para evitar que los masacren? Si alguien tiene que callar, pedir perdón y borrar mensajes, son ustedes","Apr 27, 2024 · 3:41 PM UTC",anger,NEG
52,@joseantoniokast,Frente a una masacre orquestada por terroristas #EstadoDeSitio ahora!!!,"Apr 27, 2024 · 3:17 PM UTC",anger,NEG
53,@PRChile,Comunicado del Partido Republicano por el asesinato de tres Carabineros en Cañete.,"Apr 27, 2024 · 2:31 PM UTC",others,NEG
54,@joseantoniokast,"Emboscados.  Quemados.  Asesinados.  Basta de palabras y promesas falsas. Los chilenos quieren acción, nuestros Carabineros necesitan protección.  #EstadoDeSitio #DestitucionGabineteSeguridad #ControlDeFronteras","Apr 27, 2024 · 10:43 AM UTC",anger,NEG
55,@joseantoniokast,"Tres Carabineros asesinados en Arauco. Llegó la hora de terminar con el buenismo y atacar con fuerza el terrorismo. Estado de sitio, cierre y fortalecimiento de fronteras y destitución del gabinete de seguridad urgente. Presidente Boric llegó el momento de despertar.","Apr 27, 2024 · 7:28 AM UTC",anger,NEG
56,@joseantoniokast,Gran intervención de @geertwilderspvv en #CPACHungary2024  Un líder con fuerza y decisión que venció lo políticamente correcto en las últimas elecciones en Países Bajos (Holanda) @CPAC @alapjogokert,"Apr 27, 2024 · 12:07 AM UTC",others,POS
57,@joseantoniokast,"Chile merece mucho más que el Presidente Woke que tenemos. Chile necesita un Presidente que despierte de verdad para enfrentar con fuerza y decisión la crisis de seguridad y económica que está destruyendo el país. No es un insulto, es la triste realidad","Apr 26, 2024 · 8:21 PM UTC",anger,NEG
58,@EquipoKast,¡Ahora! @joseantoniokast en el #CPACHungary https://piped.video/watch?v=tkWw2s0Oku8,"Apr 26, 2024 · 12:22 PM UTC",others,NEU
59,@joseantoniokast,"Junto a @mschlapp , Presidente de @CPAC en #CPACHungary2024","Apr 26, 2024 · 11:16 AM UTC",others,NEU
60,@RGonzalezCamus,"La suciedad de Valparaiso en estos 8 años, no se arregla pintando las fachadas el último día. Valparaíso merece mucho más.","Apr 25, 2024 · 7:37 PM UTC",sadness,NEG
61,@PRChile,"¡Tenemos candidato a alcalde en Ancud!🚨 @Arturo_Squella presenta a @CarlosSeitz, quien será nuestro candidato a alcalde por la comuna de Ancud.   Te invitamos a seguirlo en sus redes sociales y compartir esta gran noticia 👏🇨🇱","Apr 25, 2024 · 7:30 PM UTC",joy,POS
62,@joseantoniokast,¿ Cuál es el colmo de un Subsecretario de Prevención del Delito? Que entren a robar a una dependencia de su Subsecretaria.  Insólito y absurdo !!   @GobiernoIncompetente,"Apr 25, 2024 · 1:44 AM UTC",anger,NEG
63,@joseantoniokast,Camino a Hungria. Ojalá me dejen viajar 🤣,"Apr 24, 2024 · 6:32 PM UTC",joy,NEU
64,@joseantoniokast,"Hace algunos días estuvimos en El Salvador y pudimos conocer, de primera fuente, como vive una sociedad en paz. ¿ Cuál es la receta “mágica” ?  Se cumple la ley !!","Apr 23, 2024 · 8:59 PM UTC",others,POS
65,@joseantoniokast,"Mientras la Ministra Toha bailaba en el aniversario del Partido Socialista y el Presidente Boric asistía a un partido de fútbol, el asesino del Teniente Sanchez huía de Chile sin que nadie pudiese detenerlo #GobiernoIncompetente https://www.emol.com/noticias/Nacional/2024/04/23/1128707/profugo-fugo-chile-ecuador.html","Apr 23, 2024 · 4:53 PM UTC",anger,NEG
66,@joseantoniokast,Los chilenos están desesperados. Que los adultos mayores tengan que alzar la voz para que los asalten sin violencia da cuenta de la gravedad de la crisis de seguridad que enfrentamos. Abandono del Estado !!,"Apr 23, 2024 · 2:21 PM UTC",anger,NEG
67,@joseantoniokast,"En política hay que actuar por convicción, no por cálculo. Correspondía apoyar la censura por la grave intromisión del Ministro Elizalde. Lamento que algunos sectores de “oposición” no se hayan sumado","Apr 22, 2024 · 10:40 PM UTC",others,NEG
68,@joseantoniokast,Una buena noticia para comenzar la semana #Llaitul es declarado culpable y pagará con cárcel todo el daño y dolor que causado !!,"Apr 22, 2024 · 6:36 PM UTC",joy,POS
69,@ruth_hurtado_,"Continuidad que precisamente hay que terminar! Los Recoletanos merecen una administración que esté al servicio de los vecinos, trabajando para mejorar sus vidas y no para pagar operadores políticos.","Apr 20, 2024 · 5:30 PM UTC",anger,NEG
70,@joseantoniokast,"En Cuba, el paraiso de los comunistas, el ingreso ilegal al país está sancionado con cárcel entre 1 y 3 años. Pero en Chile, los comunistas dicen que migrar ilegalmente es un derecho humano. Insólito","Apr 21, 2024 · 9:50 PM UTC",anger,NEG
71,@joseantoniokast,Muy buena entrevista de @arturo_squella en El Libero !! 💪🇨🇱,"Apr 21, 2024 · 5:34 PM UTC",joy,POS
72,@joseantoniokast,517 millones de pesos le debe el Ministerio de Energia a ENAP por el fallido experimento populista de distribución de gas. Más de 100 mil pesos por balón de gas amerita una investigación y sanciones para los responsables de este fraude,"Apr 21, 2024 · 2:15 AM UTC",anger,NEG
73,@crvalenzuela,Comunistas: un peligro para la democracia https://www.latercera.com/opinion/noticia/columna-de-cristian-valenzuela-comunistas-un-peligro-para-la-democracia/B3V4AN6ZVZBIVLQNINHSASVDQM/,"Apr 20, 2024 · 11:51 PM UTC",others,NEG
74,@joseantoniokast,"Este no solo es un gobierno fracasado, sino uno profundamente desconectado de la realidad. En su mundo paralelo estan convencidos de que lo están haciendo fantástico. #GobiernoIncompetente","Apr 20, 2024 · 6:02 PM UTC",anger,NEG
75,@PRChile,¡Vamos a REcuperar la Región de Valparaíso! 🇨🇱💪  No olvides seguir a nuestros candidatos: 📍 Gobernador Valparaíso: @FVenezian_  📍 Alcalde Valparaíso: @RGonzalezCamus  📍 Alcaldesa Viña del Mar: @antopecchenino   Atentos a nuevas noticias 👀,"Apr 20, 2024 · 4:16 PM UTC",joy,NEU
76,@FVenezian_,"Muy contento y con toda la energía para que junto a un gran equipo recuperemos la Región de #Valparaiso y así devolverle a los vecinos comunas seguras, limpias y prósperas. Vamos con toda #LaFuerzadeChile @antopecchenino @RGonzalezCamus","Apr 20, 2024 · 3:12 PM UTC",joy,POS
77,@PRChile,"¡Tenemos candidato a la Gobernación de Valparaíso!  Hoy confirmamos a @FVenezian_Valpo como candidato a gobernador por la Región de Valparaíso.  Francesco se suma a nuestros candidatos a alcaldes por las comunas de Valparaíso, @RGonzalezCamus, y a Viña del Mar, @antopecchenino 🇨🇱💪","Apr 20, 2024 · 2:10 PM UTC",joy,NEU
78,@joseantoniokast,"La justicia tarda, pero finalmente llega. Pronto será el turno de Daniel Jadue que, luego de 12 años de destrucción de Recoleta, espero pague con cárcel el inmenso daño que ha hecho en la comuna","Apr 20, 2024 · 1:40 PM UTC",anger,NEG
79,@joseantoniokast,Otra tragedia que impacta a nuestro pais. Un joven de tercer medio apuñalado afuera del colegio en Lota. Chile tiene que salir del fondo. tenemos que recuperar nuestro país !!,"Apr 20, 2024 · 12:02 AM UTC",sadness,NEG
80,@joseantoniokast,De no creer a lo que es capaz de llegar la ideología. En Finlandia quieren someter a un 3er juicio penal a una diputada por citar unos versículos bíblicos en TW. Fuerza y Fe @PaiviRasanen,"Apr 19, 2024 · 11:33 PM UTC",surprise,NEG
81,@RenzoTrisotti,"🛑 La situación no es como nos dicen, pudimos ver cientos de personas que ingresaron de manera irregular en el camino y albergue.   De acuerdo a las cifras entregadas por la PDI proyectando los migrantes ingresados hasta hoy, ingresarán muchas más personas que el año pasado.","Apr 19, 2024 · 6:49 PM UTC",others,NEG
82,@ipoduje,"Excelente carta para recuperar Recoleta. En lo que pueda ayudar, cuenta conmigo @ruth_hurtado_","Apr 18, 2024 · 11:11 PM UTC",others,POS
83,@ruth_hurtado_,La formalización de Daniel Jadue tiene que adelantarse. Es urgente para evitar su fuga de Chile y asegurar su comparecencia ante la justicia. En Recoleta no podemos permitir la impunidad.,"Apr 18, 2024 · 6:40 PM UTC",anger,NEG
84,@joseantoniokast,"Pillaron a Daniel Jadue camino a Venezuela, a semanas de su formalización. Fiscalía debe pedir arraigo para evitar su fuga","Apr 18, 2024 · 2:15 PM UTC",others,NEU
85,@joseantoniokast,Tanto el ministro Luis Cordero como la ministra Carolina Tohá deberían ver esta exposición del juez Fernando Guzmán en la UDP antes de volver a hablar sobre el tema de cárceles. Relata con detalles la crisis carcelaria que se vive hoy en Chile  https://piped.video/live/kCNc1H5wWW0?si=DZQl0C0PnZlrB5ah,"Apr 18, 2024 · 12:35 PM UTC",others,NEU
86,@lafuerzadechile,"#LaFuerzaDeRecoleta se suma a la tarea de recuperar y reconstruir nuestro país!  Nuestra candidata a alcaldesa por Recoleta @ruth_uas junto a la Cámara de Comercio de Patronato, se reunieron para apoyar y fortalecer el importante trabajo que realizan los comercios en la comuna, y así junto a #LaFuerzaDeChile recuperar la seguridad y el trabajo en el sector!","Apr 17, 2024 · 11:44 PM UTC",joy,POS
87,@joseantoniokast,"El lunes, la Camara de Diputados vota la censura a la mesa Karol Cariola. Algunos tienen dudas. Algunos estan confundidos. No se confundan, no se equivoquen. Votar a favor de la censura permite sancionar la conducta irresponsable del Diputado Rivas. Votar en contra, es darle la razon los comunistas","Apr 17, 2024 · 9:49 PM UTC",others,NEG
88,@EquipoKast,"""La ideología y la falta de preparación hacen que este sea un gobierno inoperante"" @joseantoniokast   Estamos EN VIVO en semana RE 👇","Apr 17, 2024 · 8:12 PM UTC",anger,NEG
89,@joseantoniokast,EN VIVO 🔴 https://nitter.net/i/broadcasts/1DXGyjXOOjEJM,"Apr 17, 2024 · 7:52 PM UTC",others,NEU
90,@PRChile,¡En minutos comenzamos un nuevo #SemanaRE!🇨🇱  Hoy tendremos un gran programa. No se lo pierdan 💪,"Apr 17, 2024 · 6:13 PM UTC",joy,NEU
91,@EquipoKast,. @joseantoniokast participa de la #EntrevistaNaranja del @mguc,"Apr 17, 2024 · 6:15 PM UTC",others,NEU
92,@joseantoniokast,"Iraníes detenidos con pasaportes falsos en el Aeropuerto de Santiago, hoy caminando libres por las calles de Chile. El terrorismo acecha a nuestro país y nuestro Presidente peleándose con quienes nos alertan de estos graves riesgos. Insolito !!","Apr 17, 2024 · 5:42 PM UTC",anger,NEG
93,@SchubertRubio,Bancada Republicana anuncia censura a la Mesa de la Cámara de Diputados.,"Apr 17, 2024 · 1:47 PM UTC",others,NEU
94,@joseantoniokast,"Chile necesita más y mejores cárceles para que los delincuentes, que andan libres por las calles, queden tras las rejas y los chilenos puedan vivir en paz. El gobierno sigue desconectado, favoreciendo la impunidad. #GobiernoIncompetente","Apr 17, 2024 · 12:10 PM UTC",anger,NEG
95,@JoseMezaPereira,La bancada del @PRChile ha presentado la censura de la mesa de la Cámara de Diputados luego de la confesión del Vicepdte Gaspar Rivas sobre los ofrecimientos del Gobierno. No permitiremos esta vulneracion flagrante de la separación de poderes! #LaCensuraVa,"Apr 16, 2024 · 11:07 PM UTC",anger,NEG
96,@RenzoTrisotti,Separación de poderes ❌ Principio de legalidad ❌ Autonomía del Congreso Nacional ❌ Principio de juridicidad ❌  Alguien debe responder.,"Apr 16, 2024 · 9:22 PM UTC",others,NEU
97,@agustinromerole,"🚨 INACEPTABLE: El vicepresidente de la Cámara reconoce que un ministro de Estado le ofreció un cargo en la mesa de la Corporación. Desde cuándo el Gobierno dispone de los cargos y la organización interna del Congreso Nacional. El Ministro @alvaroelizalde debe entender que está en Chile, y no puede comportarse como si estuviéramos en Venezuela.","Apr 16, 2024 · 8:59 PM UTC",anger,NEG
98,@sanchezdiputado,La separación de poderes del Estado es un principio mínimo en toda democracia. Lo afirmado por el Diputado Rivas demuestra que el Gobierno sobrepasó todos los límites en las negociaciones para la presidencia de la Cámara.,"Apr 16, 2024 · 8:39 PM UTC",others,NEG
99,@joseantoniokast,Grave denuncia del Alcalde @germancodina . El crimen organizado avanza sin control y ni siquiera nuestras escuelas están a resguardo.  Esto tiene que parar !! https://www.latercera.com/nacional/noticia/portaban-fusiles-de-guerra-codina-pide-medidas-al-gobierno-tras-ataque-de-presuntos-miembros-del-tren-de-aragua-a-escuela-en-puente-alto/26MPX2PGMNBV5DDBDTYAK2JDLA/,"Apr 16, 2024 · 11:11 AM UTC",anger,NEG
100,@NoticiasONU,"""Nuestra libertad no es un obstáculo para la paz, es la única senda que conduce a ella""  Ryad Mansour, embajador de Palestina ante la ONU","May 10, 2024 · 2:46 PM UTC",others,POS
101,@Maisa_Rojas,Otro beneficio de la electro movilidad. No solamente ayuda en enfrentar Cambio Climático y contaminación local!  Efecto Buses Eléctricos: reportan fuerte reducción del ruido en la Alameda en hora punta. Ruido es contaminante y afecta nuestra salud!  https://www.cnnchile.com/pais/buses-electricos-baja-ruido-alameda_20240510/,"May 11, 2024 · 1:24 AM UTC",others,NEG
102,@GabrielBoric,"Junto a los ministros Mario Marcel, @AlvaroElizalde, @Nico_Grau y la subsecretaria @MLobosPalacios tuve una fructífera reunión con las mesas directivas del Senado y la Cámara de Diputadas y Diputados, encabezadas por @JGarciaRuminot y @KarolCariola para avanzar en materia legislativa en torno a crecimiento económico, progreso social y responsabilidad fiscal.","May 10, 2024 · 11:40 PM UTC",others,POS
103,@ChileONU,"Chile, en Asamblea General de Naciones Unidas, votó a favor de la resolución que admite a Palestina como miembro de la ONU.  Esto implica que Palestina gozará de mayores derechos en esta organización.","May 10, 2024 · 5:50 PM UTC",others,NEU
104,@paulanarvaezo,Chile votó a favor de resolución de incorporación de Palestina como miembro de la @onu_es. Seguimos con la esperanza de avanzar en la implementación de las resoluciones históricas de este organismo que cree en la solución de los dos estados y el derecho a la autodeterminación.,"May 10, 2024 · 6:15 PM UTC",others,POS
105,@treviner,Segregar a los estudiantes por rendimiento perjudica a los que tienen rendimiento bajo y no ayuda a los de alto.  Effects of between-class ability grouping on secondary students’ academic achievement: quasi-experimental evidence from Chile https://www.tandfonline.com/doi/full/10.1080/09243453.2024.2349542,"May 10, 2024 · 1:38 PM UTC",others,NEG
106,@AlbertoKlaveren,"Condenamos los ataques contra sede de @UNRWA en Jerusalén Este y a convoyes de Jordania con destino a Gaza. Llamamos a Israel a garantizar la protección de personal e instalaciones @UN, así como el acceso de ayuda humanitaria de conformidad con el derecho internacional.","May 10, 2024 · 2:39 PM UTC",others,NEG
107,@GabrielBoric,"Partimos el Consejo de Gabinete en La Moneda tras recorrer la Región de O’Higgins donde entregamos las llaves a 250 familias que esperaron años por su vivienda definitiva, inauguramos el centro Teletón, anunciamos la recuperación de espacios públicos y defensas fluviales y recorrimos las obras de la Universidad de O’Higgins.   Este Consejo de Gabinete es el último antes de nuestra tercera cuenta pública donde nos ponemos de frente a todo Chile para comunicar lo que hemos hecho, lo que nos queda por hacer y el país que soñamos. Por eso trabajamos a toda máquina, cumpliendo los compromisos para que cada región avance.","May 10, 2024 · 2:08 PM UTC",joy,POS
108,@GabrielBoric,Gracias por el cariño a todos los estudiantes de la Universidad de O’Higgins!,"May 9, 2024 · 11:36 PM UTC",joy,POS
