author,content,title,predicted_emotion,predicted_sentiment
Antonio Machado," El primero es Gonzalo de Berceo llamado,  Gonzalo de Berceo, poeta y peregrino,  que yendo en romería acaeció en un prado,  y a quien los sabios pintan copiando un pergamino.  Trovó a Santo Domingo, trovó a Santa María,  y a San Millán, y a San Lorenzo y Santa Oria,  y dijo: Mi dictado non es de juglaría;  escrito lo tenemos; es verdadera historia.  Su verso es dulce y grave; monótonas hileras  de chopos invernales en donde nada brilla;  renglones como surcos en pardas sementeras,  y lejos, las montañas azules de Castilia.  Él nos cuenta el repaire del romeo cansado;  leyendo en santorales y libros de oración,  copiando historias viejas, nos dice su dictado,  mientras le sale afuera la luz del corazón.",Mis poetas,joy,POS
Antonio Machado," Es una tarde mustia y desabrida  de un otoño sin frutos, en la tierra  estéril y raída  donde la sombra de un centauro yerra.  Por un camino en la árida llanura,  entre álamos marchitos,  a solas con su sombra y su locura  va el loco, hablando a gritos.  Lejos se ven sombríos estepares,  colinas con malezas y cambrones,  y ruinas de viejos encinares,  coronando  los agrios serrijones.  El loco vocifera  a solas con su sombra y su quimera.  Es horrible y grotesta su figura;  flaco, sucio, maltrecho y mal rapado,  ojos de calentura  iluminan su rostro demacrado.  Huye de la ciudad... Pobres maldades,  misérrimas virtudes y quehaceres  de chulos aburridos, y ruindades  de ociosos mercaderes.  Por los campos de Dios el loco avanza.  Tras la tierra esquelética y sequiza  ?rojo de herrumbre y pardo de ceniza?  hay un sueño de lirio en lontananza.  Huye de la ciudad. ¡El tedio urbano!  ?¡carne triste y espíritu villano!?.  No fue por una trágica amargura  esta alma errante desgajada y rota;  purga un pecado ajeno: la cordura,  la terrible cordura del idiota.",Un loco,sadness,POS
Antonio Machado," La tarde está muriendo  como un hogar humilde que se apaga.  Allá, sobre los montes,  quedan algunas brasas.  Y ese árbol roto en el camino blanco  hace llorar de lástima.  ¡Dos ramas en el tronco herido, y una  hoja marchita y negra en cada rama!  ¿Lloras?... Entre los álamos de oro,  lejos, la sombra del amor te aguarda.",Campo,joy,POS
Antonio Machado," Este donquijotesco  don Miguel de Unamuno, fuerte vasco,  lleva el arnés grotesco  y el irrisorio casco  del buen manchego. Don Miguel camina,  jinete de quimérica montura,  metiendo espuela de oro a su locura,  sin miedo de la lengua que malsina.  A un pueblo de arrieros,  lechuzos y tahúres y logreros  dicta lecciones de Caballería.  Y el alma desalmada de su raza,  que bajo el golpe de su férrea maza  aún durme, puede que despierte un día.  Quiere enseñar el ceño de la duda,  antes de que cabalgue, el caballero;  cual nuevo Hamlet, a mirar desnuda  cerca del corazón la hoja de acero.  Tiene el aliento de una estirpe fuerte  que soñó más allá de sus hogares,  y que el oro buscó tras de los mares.  Él señala la gloria tras la muerte.  Quiere ser fundador, y dice: Creo;  Dios y adelante el ánima española...  Y es tan bueno y mejor que fue Loyola:  sabe a Jesús y escupe al fariseo.",A don Miguel de Unamuno,joy,POS
Antonio Machado," Maldiciendo su destino  como Glauco, el dios marino,  mira, turbia la pupila  de llanto, el mar, que le debe su blanca virgen Scyla.  Él sabe que un Dios más fuerte  con la sustancia inmortal está jugando a la muerte,  cual niño bárbaro. Él piensa  que ha de caer como rama que sobre las aguas flota,  antes de perderse, gota  de mar, en la mar inmensa.  En sueños oyó el acento de una palabra divina;  en sueños se le ha mostrado la cruda ley diamantina,  sin odio ni amor, y el frío  soplo del olvido sabe sobre un arenal de hastío.  Bajo las palmeras del oasis el agua buena  miró brotar de la arena;  y se abrevó entre las dulces gacelas, y entre los fieros  animales carniceros...  Y supo cuánto es la vida hecha de sed y dolor.  Y fue compasivo para el ciervo y el cazador,  para el ladrón y el robado,  para el pájaro azorado,  para el sanguinario azor.  Con el sabio amargo dijo: Vanidad de vanidades,  todo es negra vanidad;  y oyó otra voz que clamaba, alma de sus soledades:  sólo eres tú, luz que fulges en el corazón, verdad.  Y viendo cómo lucían  miles de blancas estrellas,  pensaba que todas ellas  en su corazón ardían.  ¡Noche de amor!  Y otra noche  sintió la mala tristeza  que enturbia la pura llama,  y el corazón que bosteza,  y el histrión que declama  Y dijo: Las galerías  del alma que espera están  desiertas, mudas, vacías:  las blancas sombras se van.  Y el demonio de los sueños abrió el jardín encantado de  ayer. ¡Cuán bello era!  ¡Qué hermosamente el pasado  fingía la primavera,  cuando del árbol de otoño estaba el fruto colgado,  mísero fruto podrido,  que en el hueco acibarado  guarda el gusano escondido!   ¡Alma, que en vano quisiste ser más joven cada día,  arranca tu flor, la humilde flor de la melancolía!",El poeta,sadness,POS
Antonio Machado," Francisco a Pedro Salinas:  Si el arte es fuego,  será con sombras divinas,  juego de manos de ciego.","Por el libro ""Presagios""",joy,POS
Antonio Machado," El hada más hermosa ha sonreído  al ver la lumbre de una estrella pálida,  que en hilo suave, blanco y silencioso  se enrosca al huso de su rubia hermana.  Y vuelve a sonreír porque en su rueca  el hilo de los campos se enmaraña.  Tras la tenue cortina de la alcoba  está el jardín envuelto en luz dorada.  La cuna, casi en sombra. El niño duerme.  Dos hadas laboriosas lo acompañan,  hilando de los sueños los sutiles  copos en ruecas de marfil y plata.",Los sueños,joy,POS
Antonio Machado, I  Este amor que quiere ser  acaso pronto será;  pero ¿cuándo ha de volver  lo que acaba de pasar?  Hoy dista mucho de ayer.  ¡Ayer es Nunca jamás!  II  Moneda que está en la mano  quizá se deba guardar:  la monedita del alma  se pierde si no se da.,Consejos,joy,POS
Antonio Machado," Una tarde parda y fría  de invierno. Los colegiales  estudian. Monotonía  de lluvia tras los cristales.  Es la clase. En un cartel  se representa a Caín  fugitivo, y muerto Abel,  junto a una mancha carmín.  Con timbre sonoro y hueco  truena el maestro, un anciano  mal vestido, enjuto y seco,  que lleva un libro en la mano.  Y todo un coro infantil  va cantando la lección:  «mil veces ciento, cien mil;  mil veces mil, un millón».  Una tarde parda y fría  de invierno. Los colegiales  estudian. Monotonía  de la lluvia en los cristales.",Recuerdo infantil,others,POS
Antonio Machado," Es el hospicio, el viejo hospicio provinciano,  el caserón ruinoso de ennegrecidas tejas  en donde los vencejos anidan en verano  y graznan en las noches de invierno las cornejas.  Con su frontón al Norte, entre los dos torreones  de antigua fortaleza, el sórdido edificio  de grietados muros y sucios paredones,  es un rincón de sombra eterna. ¡El viejo hospicio!  Mientras el sol de enero su débil luz envía,  su triste luz velada sobre los campos yermos,  a un ventanuco asoman, al declinar el día,  algunos rostros pálidos, atónitos y enfermos,  a contemplar los montes azules de la sierra;  o, de los cielos blancos, como sobre una fosa,  caer la blanca nieve sobre la fría tierra,  ¡sobre la tierra fría la nieve silenciosa!...",El hospicio,joy,POS
Antonio Machado," Es mediodía. Un parque.  Invierno. Blancas sendas;  simétricos montículos  y ramas esqueléticas.  Bajo el invernadero,  naranjos en maceta,  y en su tonel, pintado  de verde, la palmera.  Un viejecillo dice,  para su capa vieja:  «¡El sol, esta hermosura  de sol!...» Los niños juegan.  El agua de la fuente  resbala, corre y sueña  lamiendo, casi muda,  la verdinosa piedra.",Sol de invierno,joy,POS
Antonio Machado," Te he visto, por el parque ceniciento  que los poetas aman  para llorar, como una noble sombra  vagar, envuelto en tu levita larga.  El talante cortés, ha tantos años  compuesto de una fiesta en la antesala,  ?¡qué bien tus pobres huesos  ceremoniosos guardan!?  Yo te he visto, aspirando distraído,  con el aliento que la tierra exhala  ?hoy, tibia tarde en que las mustias hojas  húmedo viento arranca?,  del eucalipto verde  el frescor de las hojas perfumadas.  Y te he visto llevar la seca mano  a la perla que brilla en tu corbata.",A un viejo y distinguido señor,joy,POS
Antonio Machado," Una clara noche  de fiesta y de luna,  noche de mis sueños,  noche de alegría  ?era luz mi alma  que hoy es bruma toda,  no eran mis cabellos  negros todavía?,  el hada más joven  me llevó en sus brazos  a la alegre fiesta  que en la plaza ardía.  So el chisporroteo  de las luminarias,  amor sus madejas  de danzas tejía.  Y en aquella noche  de fiesta y de luna,  noche de mis sueños,  noche de alegría,  el hada más joven  besaba mi frente...  con su linda mano  su adiós me decía...  Todos los rosales  daban sus aromas,  todos los amores  amor entreabría.",Sueño infantil,joy,POS
Antonio Machado," I  Es la tierra de Soria árida y fría.  Por las colinas y las sierras calvas,  verdes pradillos, cerros cenicientos,  la primavera pasa  dejando entre las hierbas olorosas  sus diminutas margaritas blancas.  La tierra no revive, el campo sueña.  Al empezar abril está nevada  la espalda del Moncayo;  el caminante lleva en su bufanda  envueltos cuello y boca, y los pastores  pasan cubiertos con sus luengas capas.  II  Las tierras labrantías,  como retazos de estameñas pardas,  el huertecillo, el abejar, los trozos  de verde obscuro en que el merino pasta,  entre plomizos peñascales, siembran  el sueño alegre de infantil Arcadia.  En los chopos lejanos del camino,  parecen humear las yertas ramas  como un glauco vapor ?las nuevas hojas?  y en las quiebras de valles y barrancas  blanquean los zarzales florecidos,  y brotan las violetas perfumadas.  III  Es el campo undulado, y los caminos  ya ocultan los viajeros que cabalgan  en pardos borriquillos,  ya al fondo de la tarde arrebolada  elevan las plebeyas figurillas,  que el lienzo de oro del ocaso manchan.  Mas si trepáis a un cerro y veis el campo  desde los picos donde habita el águila,  son tornasoles de carmín y acero,  llanos plomizos, lomas plateadas,  circuidos por montes de violeta,  con las cumbres de nieve sonrosado.  IV  ¡Las figuras del campo sobre el cielo!  Dos lentos bueyes aran  en un alcor, cuando el otoño empieza,  y entre las negras testas doblegadas  bajo el pesado yugo,  pende un cesto de juncos y retama,  que es la cuna de un niño;  y tras la yunta marcha  un hombre que se inclina hacia la tierra,  y una mujer que en las abiertas zanjas  arroja la semilla.  Bajo una nube de carmín y llama,  en el oro fluido y verdinoso  del poniente, las sombras se agigantan.  V  La nieve. En el mesón al campo abierto  se ve el hogar donde la leña humea  y la olla al hervir borbollonea.  El cierzo corre por el campo yerto,  alborotando en blancos torbellinos  la nieve silenciosa.  La nieve sobre el campo y los caminos,  cayendo está como sobre una fosa.  Un viejo acurrucado tiembla y tose  cerca del fuego; su mechón de lana  la vieja hila, y una niña cose  verde ribete a su estameña grana.  Padres los viejos son de un arriero  que caminó sobre la blanca tierra,  y una noche perdió ruta y sendero,  y se enterró en las nieves de la sierra.  En torno al fuego hay un lugar vacío  y en la frente del viejo, de hosco ceño,  como un tachón sombrío  ?tal el golpe de un hacha sobre un leño?.  La vieja mira al campo, cual si oyera  pasos sobre la nieve. Nadie pasa.  Desierta la vecina carretera,  desierto el campo en torno de la casa.  La niña piensa que en los verdes prados  ha de correr con otras doncellitas  en los días azules y dorados,  cuando crecen las blancas margaritas.  VI  ¡Soria fría, Soria pura,  cabeza de Extremadura,  con su castillo guerrero  arruinado, sobre el Duero;  con sus murallas roídas  y sus casas denegridas!  ¡Muerta ciudad de señores  soldados o cazadores;  de portales con escudos  de cien linajes hidalgos,  y de famélicos galgos,  de galgos flacos y agudos,  que pululan  por las sórdidas callejas,  y a la medianoche ululan,  cuando graznan las cornejas!  ¡Soria fría!  La campana  de la Audiencia da la una.  Soria, ciudad castellana  ¡tan bella! bajo la luna.  VII  ¡Colinas plateadas,  grises alcores, cárdenas roquedas  por donde traza el Duero  su curva de ballesta  en torno a Soria, obscuros encinares,  ariscos pedregales, calvas sierras,  caminos blancos y álamos del río,  tardes de Soria, mística y guerrera,  hoy siento por vosotros, en el fondo  del corazón, tristeza,  tristeza que es amor! ¡Campos de Soria  donde parece que las rocas sueñan,  conmigo vais! ¡Colinas plateadas,  grises alcores, cárdenas roquedas!...  VIII  He vuelto a ver los álamos dorados,  álamos del camino en la ribera  del Duero, entre San Polo y San Saturio,  tras las murallas viejas  de Soria ?barbacana  hacia Aragón, en castellana tierra?.  Estos chopos del río, que acompañan  con el sonido de sus hojas secas  el son del agua, cuando el viento sopla,  tienen en sus cortezas  grabadas iniciales que son nombres  de enamorados, cifras que son fechas.  ¡Álamos del amor que ayer tuvisteis  de ruiseñores vuestras ramas llenas;  álamos que seréis mañana liras  del viento perfumado en primavera;  álamos del amor cerca del agua  que corre y pasa y sueña,  álamos de las márgenes del Duero,  conmigo vais, mi corazón os lleva!  IX  ¡Oh, sí!  Conmigo vais, campos de Soria,  tardes tranquilas, montes de violeta,  alamedas del río, verde sueño  del suelo gris y de la parda tierra,  agria melancolía  de la ciudad decrépita.  Me habéis llegado al alma,  ¿o acaso estabais en el fondo de ella?  ¡Gentes del alto llano numantino  que a Dios guardáis como cristianas viejas,  que el sol de España os llene  de alegría, de luz y de riqueza!",Campos de Soria,joy,POS
Antonio Machado," Mirad: el arco de la vida traza  el iris sobre el campo que verdea.  Buscad vuestros amores, doncellitas,  donde brota la fuente de la piedra.  En donde el agua ríe y sueña y pasa,  allí el romance del amor se cuenta.  ¿No han de mirar un día, en vuestros brazos,  atónitos, el sol de primavera,  ojos que vienen a la luz cerrados,  y que al partirse de la vida ciegan?  ¿No beberán un día en vuestros senos  los que mañana labrarán la tierra?  ¡Oh, celebrad este domingo claro,  madrecitas en flor, vuestras entrañas nuevas!.  Gozad esta sonrisa de vuestra ruda madre.  Ya sus hermosos nidos habitan las cigüeñas,  y escriben en las torres sus blancos garabatos.  Como esmeraldas lucen los musgos de las peñas.  Entre los robles muerden  los negros toros la menuda hierba,  y el pastor que apacienta los merinos  su pardo sayo en la montaña deja.",Pascua de resurrección,joy,POS
Antonio Machado,"  Extracto de Proverbios y cantares (XXIX) Caminante, son tus huellas el camino y nada más; Caminante, no hay camino, se hace camino al andar. Al andar se hace el camino, y al volver la vista atrás se ve la senda que nunca se ha de volver a pisar. Caminante no hay camino sino estelas en la mar.",Caminante no hay camino,others,POS
Antonio Machado," I   ¡Viejos olivos sedientos  bajo el claro sol del día,  olivares polvorientos  del campo de Andahicía!  ¡El campo andaluz, peinado  por el sol canicular,  de loma en loma rayado  de olivar y de olivar!  Son las tierras  soleadas,  anchas lomas, lueñes sierras  de olivares recamadas.  Mil senderos. Con sus machos,  abrumados de capachos,  van gañanes y arrieros.  ¡De la venta del camino  a la puerta, soplan vino  trabucaires bandoleros!  ¡Olivares y olivares  de loma en loma prendidos  cual bordados alamares!  ¡Olivares coloridos  de una tarde anaranjada;  olivares rebruñidos  bajo la luna argentada!  ¡Olivares centellados  en las tardes cenicientas,  bajo los cielos preñados  de tormentas!...  Olivares, Dios os dé  los eneros  de aguaceros,  los agostos de agua al pie,  los vientos primaverales,  vuestras flores racimadas;  y las lluvias otoñales  vuestras olivas moradas.  Olivar, por cien caminos,  tus olivitas irán  caminando a cien molinos.  Ya darán  trabajo en las alquerías  a gañanes y braceros,  ¡oh buenas frentes sombrías  bajo los anchos sombreros!...  ¡Olivar y olivareros,  bosque y raza,  campo y plaza  de los fieles al terruño  y al arado y al molino,  de los que muestran el puño  al destino,  los benditos labradores,  los bandidos caballeros,  los señores  devotos y matuteros!...  ¡Ciudades y caseríos  en la margen de los ríos,  en los pliegues de la sierra!...  ¡Venga Dios a los hogares  y a las almas de esta tierra  de olivares y olivares!  II  A dos leguas de Úbeda, la Torre  de Pero Gil, bajo este sol de fuego,  triste burgo de España. El coche rueda  entre grises olivos polvorientos.  Allá, el castillo heroico.  En la plaza, mendigos y chicuelos:  una orgía de harapos...  Pasamos frente al atrio del convento  de la Misericordia.  ¡Los blancos muros, los cipreses negros!  ¡Agria melancolía  como asperón de hierro  que raspa el corazón! ¡Amurallada  piedad, erguida en este basurero!...  Esta casa de Dios, decid hermanos,  esta casa de Dios, ¿qué guarda dentro?  Y ese pálido joven,  asombrado y atento,  que parece mirarnos con la boca,  será el loco del pueblo,  de quien se dice: es Lucas,  Blas o Ginés, el tonto que tenemos.  Seguimos. Olivares. Los olivos  están en flor. El carricoche lento,  al paso de dos pencos matalones,  camina hacia Peal. Campos ubérrimos.  La tierra da lo suyo; el sol trabaja;  el hombre es para el suelo:  genera, siembra y labra  y su fatiga unce la tierra al cielo.  Nosotros enturbiamos  la fuente de la vida, el sol primero,  con nuestros ojos tristes,  con nuestro amargo rezo,  con nuestra mano ociosa,  con nuestro pensamiento  ?se engendra en el pecado,  se vive en el dolor. ¡Dios está lejos!?.  Esta piedad erguida  sobre este burgo sórdido, sobre este basurero,  esta casa de Dios, decid, oh santos  cañones de von Kluck, ¿qué guarda dentro?",Los olivos,joy,POS
Antonio Machado," A la desierta plaza  conduce un laberinto de callejas.  A un lado, el viejo paredón sombrío  de una ruinosa iglesia;  a otro lado, la tapia blanquecina  de un huerto de cipreses y palmeras,  y, frente a mí, la casa,  y en la casa la reja  ante el cristal que levemente empaña  su figurilla plácida y risueña.  Me apartaré. No quiero  llamar a tu ventana... Primavera  viene ?su veste blanca  flota en el aire de la plaza muerta?;  viene a encender las rosas  rojas de tus rosales... Quiero verla...",A la desierta plaza,joy,POS
Antonio Machado," I  Era un niño que soñaba  un caballo de cartón.  Abrió los ojos el niño  y el caballito no vio.  Con un caballito blanco  el niño volvió a soñar;  y por la crin lo cogía...  ¡Ahora no te escaparás!  Apenas lo hubo cogido,  el niño se despertó.  Tenía el puño cerrado.  ¡El caballito voló!  Quedóse el niño muy serio  pensando que no es verdad  un caballito soñado.  Y ya no volvió a soñar.  Pero el niño se hizo mozo  y el mozo tuvo un amor,  y a su amada le decía:  ¿Tú eres de verdad o no?  Cuando el mozo se hizo viejo  pensaba: Todo es soñar,  el caballito soñado  y el caballo de verdad.  Y cuando vino la muerte,  el viejo a su corazón  preguntaba: ¿Tú eres sueño?  ¡Quién sabe si despertó!  II  A D. Vicente Ciurana.  Sobre la limpia arena, en el tartesio llano  por donde acaba España y sigue el mar,  hay dos hombres que apoyan la cabeza en la mano;  uno duerme, y el otro parece meditar.  El uno, en la mañana de tibia primavera,  junto a la mar tranquila,  ha puesto entre sus ojos y el mar que reverbera,  los párpados, que borran el mar en la pupila.  Y se ha dormido, y sueña con el pastor Proteo,  que sabe los rebaños del marino guardar;  y sueña que le llaman las hijas de Nereo,  y ha oído a los caballos de Poseidón hablar.  El otro mira al agua. Su pensamiento flota:  hijo del mar, navega ?o se pone a volar?  Su pensamiento tiene un vuelo de gaviota,  que ha visto un pez de plata en el agua saltar.  Y piensa: ""Es esta vida una ilusión marina  de un pescador que un día ya no puede pescar.""  El soñador ha visto que el mar se le ilumina,  y sueña que es la muerte una ilusión del mar.  III  Érase de un marinero  que hizo un jardín junto al mar,  y se metió a jardinero.  Estaba el jardín en flor,  y el jardinero se fue  por esos mares de Dios.  IV  CONSEJOS  Sabe esperar, aguarda que la marea fluya  ?así en la costa un barco? sin que al partir te inquiete.  Todo el que aguarda sabe que la victoria es suya;  porque la vida es larga y el arte es un juguete.  Y si la vida es corta  y no llega la mar a tu galera,  aguarda sin partir y siempre espera,  que el arte es largo y, además, no importa.  V  PROFESIÓN DE FE  Dios no es el mar, está en el mar, riela  como luna en el agua, o aparece  como una blanca vela;  en el mar se despierta o se adormece.  Creó la mar, y nace  de la mar cual la nube y la tormenta;  es el Criador y la criatura lo hace;  su aliento es alma, y por el alma alienta.  Yo he de hacerte, mi Dios, cual tú me hiciste,  y para darte el alma que me diste  en mí te he de crear. Que el puro río  de caridad que fluye eternamente,  fluya en mi corazón. ¡Seca, Dios mío,  de una fe sin amor la turbia fuente!  VI  El Dios que todos llevamos,  el Dios que todos hacemos,  el Dios que todos buscamos  y que nunca encontraremos.  Tres dioses o tres personas  del solo Dios verdadero.  VII  Dice la razón: Busquemos  la verdad.  Y el corazón: Vanidad.  La verdad ya la tenemos.  La razón: ¡Ay, quién alcanza  la verdad!  El corazón: Vanidad.  La verdad es la esperanza.  Dice la razón: Tú mientes.  Y contesta el corazón:  Quien miente eres tú, razón.  que dices lo que no sientes.  La razón: Jamás podremos  entendernos, corazón.  El corazón: Lo veremos.  VIII  Cabeza meditadora,  ¡qué lejos se oye el zumbido  de la abeja libadora!  Echaste un velo de sombra  sobre el bello mundo y vas  creyendo ver, porque mides  la sombra con un compás.  Mientras la abeja fabrica,  melifica,  con jugo de campo y sol,  yo voy echando verdades  que nada son, vanidades  al fondo de mi crisol.  De la mar al percepto,  del percepto al concepto,  del concepto a la idea  ?¡oh, la linda tarea!?,  de la idea a la mar,  ¡Y otra vez a empezar!",Parábolas,others,NEU
