user,text,date,emotion,sentiment
@GabrielBoric,día patrimonios continúa junto ministra caroarredondo moneda mhnchile junto subsecretaria caroperezdattar vimos reliquias patrimoniales conforman historia chile gran agradecimiento voluntarias voluntarios fin semana desplegados cada rincón país guiando recorridos contribuyendo tremenda celebración cultural muchas gracias,2024-05-26 16:07:23,joy,POS
@GabrielBoric,seguimos celebrando 25 años día patrimonios alegría unidad genera distintas actividades espacios patrimoniales abiertos largo chile sumé recorrido hacen guías moneda realmente orgullo trabajamos días aquí espacios sientan comunes propios todas aún tiempo planifica domingo,2024-05-26 14:12:48,joy,POS
@GabrielBoric,programa gobierno alcanzaría 517 cumplimiento contar temas claves pensiones rodrigo córdova lee nota acá,2024-05-26 10:30:00,others,NEU
@GabrielBoric,¿ya celebraste díadelospatrimonios si aún participaste quieres repetir tiempo planifica domingo sé parte fiesta cultural grande chile,2024-05-26 10:19:47,joy,NEU
@GabrielBoric,gobierno valoramos investigación incendios región valparaíso avanzando acto justicia reparación familias perdieron vida tragedia ahora turno tribunales corresponde presentación pruebas respecto involucrados procesos sigan curso responsables reciban máximas penas puedan aplicar según ordenamiento jurídico,2024-05-25 13:40:40,others,NEU
@GabrielBoric,¡durante 2023 970 mil personas beneficiaron copagocero chile avanza fortaleciendo salud pública generando ahorro importante familias,2024-05-25 19:00:01,joy,POS
@GabrielBoric,importante mantener perspectiva humana respecto cae hoy saliendo caro mantener cae terminar cae recursos pagar recompra créditos recarga pago garantías morosidades sistema cambiar integralmente implica solución personas solución punto vista política financiamiento educación superior,2024-05-24 17:43:17,others,NEU
@GabrielBoric,alegria enorme primera exportación 22 toneladas castañas empresa campesina marrón andino comuna elcarmen nuble italia apoyada indap esfuerzo dar valor luchado años sergio brevis,2024-05-24 20:04:56,joy,POS
@GabrielBoric,creación fojichile 2001 ejemplo cómo construir chile mejor educación desarrollo equidad parte legado luisa durán hoy llegamos tvn homenajear exprimera dama 23° aniversario fundación,2024-05-23 21:26:32,joy,POS
@GabrielBoric,¡es hoy únete celebración 25 años díadelospatrimonios 3000 eventos disponibles ¿todavía sabes hacer planifica fin semana únete fiesta cultural grande chile,2024-05-25 09:14:24,joy,POS
@GabrielBoric,hoy acompañamos presidente gabrielboric entrega viviendas villa panamericana megaproyecto contempló inversión públicoprivada 100 millones dólares beneficiará 1355 familias,2024-05-24 16:28:36,others,POS
@GabrielBoric,presidente gabrielboric junto ministros carlosmontestwt jaime pizarro encabezaron entrega llaves villa panamericana 1300 familias cerrillos proyecto habitacional contempla áreas verdes crear comunidad comercio conectividad,2024-05-24 12:51:51,others,NEU
@GabrielBoric,apoyamos decisión corte internacional justicia establecer medidas provisionales israel detenga ofensiva militar gaza permita acceso ayuda humanitaria,2024-05-24 18:29:57,others,NEU
@GabrielBoric,respecto antártica chile sola posición antártica continente ciencia paz opondremos firmemente cualquier intento explotación minera hidrocarburos velaremos cuidar íntegramente laboratorio natural,2024-05-24 15:17:24,others,NEU
@GabrielBoric,prensa catalina meléndez villar 14 mujeres tituló abogada universidad chile 1948 hoy relata vaivenes existencia marcada machismo revisa reportaje publicado elpaischile aquí,2024-05-24 14:02:11,others,NEU
@GabrielBoric,cumplir sueño casa propia momentos felices toca presidente república visto tremenda lucha empuje detrás cada historia familiar villa panamericana parte hermoso legado dejaron juegos santiago 2023 hoy entregamos 1300 familias materialización trabajo habla tipo ciudades queremos construir barrios bien equipados fácil acceso servicios buen transporte público abrazo grande hacen posible especial deportistas vecinos vecinas cerrillos,2024-05-24 14:05:32,joy,POS
@GabrielBoric,mar constituye elemento esencial identidad junto autoridades sociedad civil formamos primer comité consultivo ciudadano convertir valparaíso capital global conservación oceánica sede próxima secretaría acuerdo bbnj,2024-05-23 18:24:04,others,POS
@GabrielBoric,deben ser investigados justicia civil si delitos probados condenados chile nadie ley,2024-05-23 18:17:24,others,NEG
@GabrielBoric,¡no queda nueva edición díadelospatrimonios año celebramos 25 años importante fiesta ciudadana edición especial tarjetas bip colaboración metrodesantiago mttchile ¡no quedes,2024-05-22 12:37:41,joy,NEU
@GabrielBoric,protejamos pequeños virus respiratorio sincicial niños niñas nacidos 01 octubre 2023 reciben medicamento inyectable nirsevimab forma gratuitabusca centro inmunización cercano,2024-05-23 12:56:57,others,NEU
@GabrielBoric,vacunarse años reduce riesgo enfermedades complicaciones vacuna influenza segura gratuita disponible niños niñas 6 meses 5° básico personas mayores embarazadas enfermos crónicos,2024-05-23 17:12:14,others,NEU
@GabrielBoric,“todos puntos vacunación georeferenciados personas pueden ir cualquier centro atención primaria vacunarse influenza necesario inscritos” muchogustomega,2024-05-23 09:18:13,others,NEU
@GabrielBoric,evitemos enfermedades respiratorias invierno vacúnate influenza covid19 1200 puntos disponibles lava manos frecuentemente toser estornudar cubre boca nariz usa mascarilla síntomas respiratorios,2024-05-23 09:43:09,others,NEU
@GabrielBoric,gestión,2024-05-23 09:57:27,others,NEU
@GabrielBoric,miles mujeres sostienen hogares solas cuidando buscando pensiones alimentos incumplidas hijasos hoy través leypensionesdealimentos ordenado pagar 800 mil millones pesos x parte tribunales 300 mil millones pagadoyanoestássola,2024-05-22 14:03:18,others,NEG
@GabrielBoric,mañana sostuve videollamada presidente zelenskyyua invitó participar cumbre mundial paz ucrania suiza asistiré marco próxima gira trabajo europa chile reafirma mundo condena guerra agresión rusia ucrania importancia respeto derecho internacional conflicto cualquier actual masacre llevando adelante israel gaza,2024-05-22 11:46:01,others,NEU
@GabrielBoric,21 mayo conmemoramos 145° aniversario combate naval iquique glorias navales puerto valparaíso recordando aquellos héroes navales lucharon coraje valentía patria labor armada chile directemar avanzado junto país mundo línea desafíos enfrentamos fortalecer institución presentamos congreso proyecto ley aumenta planta oficiales escalafón litoral tal dijo comandante jefe armada almirante juan andrés maza muchas cosas cotidianidad país figuras forjaron patria mantienen recordarlas después tantos años emociona da cuenta importante rol cumple armada chile,2024-05-21 14:41:18,joy,NEU
@GabrielBoric,tohá responde excarabinero acusado lanzar joven mapocho “las policías deliberantes corresponde den instrucciones fiscalía”,2024-05-18 15:05:21,others,NEG
@GabrielBoric,gran noticia ciencia antártica doctorado ciencias antárticas subantárticas universidad magallanes único sudamérica obtiene 4 años acreditación ¡un logro celebramos orgullo entusiasmo conoce aquí,2024-05-17 16:33:50,joy,POS
@GabrielBoric,viaje ñuble reuní camila gómez alex ross padres tomás ross marcos reyes presidente corporación familias duchenne chile pude conversar respecto situación salud tomás,2024-05-18 13:30:37,others,NEU
@GabrielBoric,marcel anticipa baja 30 litro bencinas proyecta tendencia va continuar” próximas semanas,2024-05-17 21:30:00,others,NEG
@GabrielBoric,dffull corfo responde byd ofrecieron cinco lugares instalar fábrica cátodos debe empezar producir 2025,2024-05-17 14:15:00,others,NEU
@GabrielBoric,nueva sesión pacto magallanes vpe jmbenavente junto ministro nicograu gobernador jorgeflies anunciaron llamado fabricar piezas partes electrolizadores chile desarrollo centro tecnológico hidrógeno verde,2024-05-17 19:20:40,others,NEU
@GabrielBoric,partido tan vital reducir muertes tránsito jugamos distracción mientras manejas principales causas siniestros chile volante importante vida rodean esewsppuedeesperar,2024-05-18 08:59:42,others,NEG
@GabrielBoric,desastres naturales chile brasil siempre apoyado hoy inundaciones golpean fuerte sur brasil chile hacemos presentes abrazo grande compañero lulaoficial pueblo brasileño,2024-05-17 20:23:01,sadness,NEG
@GabrielBoric,presidente gabrielboric junto autoridades gobierno participaron 7° investchileforum alcanzó cifra récord proyectos inversión centenar empresas 28 países generarán tres mil nuevos puestos trabajo país,2024-05-17 16:17:20,others,NEU
@GabrielBoric,buscamos fortalecer empleo mujeres corresponsabilidad vez mejorar calidad educativa reciben niñas niños adolescentes invitamos revisar agenda salacunaparachile conoce aquí,2024-05-17 09:09:17,others,NEU
@GabrielBoric,agradezco instancias discutir desafíos presentes futuros país,2024-05-16 17:48:51,others,POS
@GabrielBoric,dffull buenas señales inversión minería sector público impulsan actividad empresas ingeniería primer trimestre,2024-05-15 18:45:00,others,POS
@GabrielBoric,trabajando tres pilares fundamentales país seguridad pública social económica dado pasos concretos dirección respecto seguridad pública sacado 55 proyectos ley materia económica contamos 21 proyectos ley van beneficio chile reforma pensiones avanzando poder votar favorablemente idea legislar senado segundo trámite podemos eternizar discusión ciudadanía espera respuestas,2024-05-15 20:09:50,others,NEU
@GabrielBoric,cnnprime ministro mario marcel afirma afp invertido publicidad generado confusión funciona sistema actual así propuestas reforma,2024-05-15 21:34:53,others,NEG
@GabrielBoric,¡muy buenas noticias jornada usach convirtió único proyecto latinoamericano ganar “innovation award” classicalnext encuentro internacional importante torno música clásica través conciertos gratuitos diversas comunas logrado recuperar experiencia vivir cultura vecinos vecinas principales aspectos valorados postularon departamento extensión conseguir reconocimiento nivel internacional felicitaciones todas hecho posible seguiremos trabajando democratizar arte música culturas dejando alto siempre nombre chile universidad,2024-05-16 17:02:03,joy,POS
@GabrielBoric,minsal colaborará antecedentes dispone fiscalía investigación anunció hechos ocurridos hospital sótero río minsal oficiará cde órgano evalúe hacerse parte investigación impulsada ente judicial,2024-05-16 14:00:01,others,NEU
@GabrielBoric,foro invest chile 2024 marcó record 9 mil millones dólares proyectos inversión generarán 3 mil empleos permanentes mañana junto ministro meconomia nicograu directora invest chile karla flores expusimos evento reunió centenar empresas 28 países anunciamos excelentes noticias corfo abrirá segunda convocatoria seleccionar productores especializados litio enami busca socios proyecto salares altoandinos minciencia presentará segundo semestre plan nacional data centers vamos ampliar iniciativa talento digital llegar 50 mil personas capacitadas nuevos requerimientos empresas seguimos trabajando,2024-05-16 14:55:13,others,NEU
@GabrielBoric,chile defendido defiende defenderá antártica continente ciencia paz opondremos firmemente cualquier explotación comercial minerales hidrocarburos trabajaremos conjunto países reclamantes firmantes tratado antártico velar respeto norma parte cualquier nación,2024-05-16 13:23:35,others,NEU
@GabrielBoric,hoy asistí lanzamiento libro chile 2050 país cuatro presidentes exministro hacienda director clapesuc felipelarrain reúne reflexiones cuatro últimos presidentes república país próximas décadas notable constatar legítimas diferencias pensamos chile futuro tan profundas veces parecen ser política día día concordamos apuntar desarrollo reglas democracia obvio mundo convulso chile oportunidad trabajar conjunto ello,2024-05-16 12:02:18,others,NEU
@GabrielBoric,hoy honor recibir moneda ex presidente colombia premio nobel paz juanmansantos acompañó septiembre pasado conmemoración 50 años golpe país encuentro conversamos desafíos democráticos región nivel internacional gusto juan manuel,2024-05-15 17:26:40,joy,POS
@GabrielBoric,podemos seguir chuteando pelota córner próximo gobierno ser capaces resolver reformadepensiones jubilados vean mejoras ahora si bien siempre hablamos importante entregarle certidumbre inversionistas podemos olvidar adultos mayores debemos entregarles certezas u seguridad social,2024-05-15 09:54:55,others,NEU
@GabrielBoric,enportada gobierno anuncia startups campus inédita iniciativa reunir ecosistema emprendedor,2024-05-15 09:00:02,others,POS
@GabrielBoric,comunicamos sensible fallecimiento compañero jacob riffo ramos damos pésame compañera hijos ¡honor gloria,2024-05-14 10:54:39,sadness,NEG
@GabrielBoric,carabineros libera rutas bloqueadas paro camioneros norte país,2024-05-15 13:00:09,others,NEG
@GabrielBoric,situación gaza pensar aún justifican inhumana masacre llevando adelante netanyahu gobierno ejército,2024-05-15 15:01:36,anger,NEG
@GabrielBoric,alta circulación influenza importante protegidos si perteneces grupos riesgo acude posible vacunarte sigue recomendaciones cuidarte enfermedades respiratorias campañainvierno,2024-05-15 10:24:28,others,NEU
@GabrielBoric,buenas señales,2024-05-15 14:56:28,others,NEU
@GabrielBoric,recolectores residuos domiciliarios llevan años esperando condiciones laborales dignas estándares trabajo decente hoy junto ministra jeannettejara subsecretario gboccardobosoni sindicatos presentamos pdl permita garantizar demandas,2024-05-15 12:56:22,others,NEU
@GabrielBoric,dedicados mirar gestión hablar propio visibilizar seguimos firmes trabajando recuperación espacios públicos educación pública parques plazas seguridad recuperación casas tomadas seguimos avanzando hacia mejor vivir barrios,2024-05-15 10:47:43,joy,POS
@GabrielBoric,terminando jornada cerro castillo productiva reunión parlamentarios región arica parinacota junto ministro segpres alvaroelizalde subsecretarias mlobospalacios franperalesf abordamos diversos desafíos urgencias región,2024-05-14 21:19:20,others,NEU
@GabrielBoric,inundaciones brasil dejado consecuencias humanas materiales devastadoras parte relación colaboración hermandad ambos países gobiernodechile través fachchile apoyando nave labores traslados evacuación,2024-05-14 17:40:07,sadness,NEG
@GabrielBoric,chile puede crecer colaboración públicoprivada construimos camino,2024-05-14 18:24:48,joy,POS
@GabrielBoric,corfo cumplió 85 años grandes motivos celebrar anuncio creación startup campus espacio colaboración mundo público privado impulsar talento chileno desarrollo emprendimientos base científicotecnológicos proyecto ejecutado fundación chile apoyará 200 startups alto potencial crecimiento corfo fundamental abrir paso futuro grandes logros llaves progreso país chile puede juntos podemos,2024-05-14 15:54:58,joy,POS
@GabrielBoric,gobierno confirma 13 puntos presencia camioneros paro “en caso cortes totales rutas vamos aplicar rigor ley”,2024-05-14 14:49:00,others,NEU
@GabrielBoric,si hijo nació 1 octubre 2023 importante inmunizarlo virus respiratorio sincicial llamo padres tomen ventaja medicamento gratuito protejan niños posible lugares disponibles,2024-05-14 12:44:13,others,NEU
@GabrielBoric,vuelve tren santiagotemuco trenes chile seguimos,2024-05-14 15:38:58,others,NEU
@GabrielBoric,hoy 14 mayo celebramos manera excepcional 97° aniversario carabineros chile enlutado crimen carabineros cañete reafirmando valores inspiran chile institución resguardar seguridad pública siendo seguridad pública prioridad respaldado mejorado condiciones trabajo infraestructura policías carabineros pdi directemar gracias mejor mayor equipamiento actualización planes operativos trabajo inteligencia resultados diferentes operativos policiales interrupción tendencia alza homicidios primera vez últimos años conformamos sabemos queda ardua tarea delante seguimos trabajando conjunto institución hecho ahora,2024-05-14 13:55:04,joy,POS
@GabrielBoric,agradezco invitación nuevo desayuno anual construcción reitero felicitaciones isabel natalia jacqueline trabajadoras representan mujeres sido parte sector empresas miembros cámara chilena construcción impulsan mayor incorporación mujeres mejor chile nota construimos pensando ésta próxima generación cómo damos país arquitectura fortaleza musculatura permita seguir prosperando sé visión común respecto importancia colaboración públicoprivada hacer avanzar chile línea sepan gobierno tendemos mano disponibles llegar acuerdos,2024-05-14 12:24:59,joy,POS
@GabrielBoric,después difíciles negociaciones ayer congreso nacional buenas noticias aprobación ley cumpla dictado corte suprema relación isapres acá solamente cumplirá fallo corte suprema sino existirá fortalecimiento histórico fonasa podrá acceder seguros complementarios darán mejores condiciones atenderse prestadores privados suma avanzado copago cero beneficiado millón personas,2024-05-14 11:36:56,others,NEU
@GabrielBoric,ingresos chile pasos habilitados marcaron cifra baja últimos tres años,2024-05-13 15:24:00,others,NEG
@GabrielBoric,educación cívica niños jóvenes aunque sirve,2024-05-13 20:19:46,others,NEU
@GabrielBoric,nuevamente cuentas redes sociales organizan levantar propagar información totalmente falsa referente continuación recuerdo casos padre contrato moneda falso celebré cumpleaños después terrible asesinato tres suboficiales mayores falso persona detenida malversación fondos primo falso espero personas detrás recibiendo beneficio alguno además mala intención busca confundir ciudadanía,2024-05-13 18:05:01,anger,NEG
@GabrielBoric,chile intervino debate asamblea general abordaron aspectos reunión adoptó resolución otorga derechos palestina respecto participación asuntos naciones unidas,2024-05-13 13:52:32,others,NEU
@GabrielBoric,ministra jara reforma previsional “tener seguro social chile indispensable mejorar pensiones mujeres”,2024-05-13 13:00:01,others,NEU
@GabrielBoric,nunca dejaremos buscar desaparecidos dictadura,2024-05-13 20:13:40,others,NEG
@GabrielBoric,gestionar frontera país desafío permanente gobiernodechile través mininterior subseinterior tomado decisiones correctas inversión capacidades coordinación países vecinos,2024-05-13 14:06:16,others,NEU
@GabrielBoric,creación hace año unidad género fiscaliadechile creado 6 unidades género fiscalías regionales hoy turno fiscalía regional metropolitana occidente ¿por buena noticia,2024-05-13 13:02:38,joy,NEU
@GabrielBoric,desplegados aysén nuevo procrecimientoyempleo siguiendo mandato presidente gabrielboric desplegados chile acelerando proyectos atraer inversión regiones,2024-05-13 11:55:51,joy,POS
@GabrielBoric,mintrab junto ministra totiorellanag saludamos reconocemos madres día además conversamos proyecto reformapensiones recordando importancia cumplir deudas mujeres madres país allá vamos,2024-05-10 18:25:20,others,NEU
@GabrielBoric,semana presentamos agenda salacunaparachile foco corresponsabilidad empleo femenino educación parvularia extendiendo derecho sala cuna madres padres tema requiere acuerdo transversal niños niñas país,2024-05-11 12:23:53,others,NEU
@GabrielBoric,libertad obstáculo paz única senda conduce ryad mansour embajador palestina onu,2024-05-10 10:46:12,others,NEU
@GabrielBoric,beneficio electro movilidad solamente ayuda enfrentar cambio climático contaminación local efecto buses eléctricos reportan fuerte reducción ruido alameda hora punta ruido contaminante afecta salud,2024-05-10 21:24:50,others,NEG
@GabrielBoric,junto ministros mario marcel alvaroelizalde nicograu subsecretaria mlobospalacios fructífera reunión mesas directivas senado cámara diputadas diputados encabezadas jgarciaruminot karolcariola avanzar materia legislativa torno crecimiento económico progreso social responsabilidad fiscal,2024-05-10 19:40:46,others,NEU
@GabrielBoric,chile asamblea general naciones unidas votó favor resolución admite palestina miembro onu implica palestina gozará mayores derechos organización,2024-05-10 13:50:12,others,NEU
@GabrielBoric,chile votó favor resolución incorporación palestina miembro onues seguimos esperanza avanzar implementación resoluciones históricas organismo cree solución dos derecho autodeterminación,2024-05-10 14:15:20,others,NEU
@GabrielBoric,segregar estudiantes rendimiento perjudica rendimiento bajo ayuda alto effects of betweenclass ability grouping on secondary students’ academic achievement quasiexperimental evidence from chile,2024-05-10 09:38:18,others,NEU
@GabrielBoric,condenamos ataques sede unrwa jerusalén convoyes jordania destino gaza llamamos israel garantizar protección personal instalaciones así acceso ayuda humanitaria conformidad derecho internacional,2024-05-10 10:39:58,others,NEU
@GabrielBoric,partimos consejo gabinete moneda tras recorrer región o’higgins entregamos llaves 250 familias esperaron años vivienda definitiva inauguramos centro teletón anunciamos recuperación espacios públicos defensas fluviales recorrimos obras universidad o’higgins consejo gabinete último tercera cuenta pública ponemos frente chile comunicar hecho queda hacer país soñamos trabajamos toda máquina cumpliendo compromisos cada región avance,2024-05-10 10:08:20,joy,NEU
@GabrielBoric,gracias cariño estudiantes universidad o’higgins,2024-05-09 19:36:22,joy,POS
@GabrielBoric,hoy celebramos hito significativo compromiso conectividad medio ambiente mejora calidad vida rancagüinos rancagüinas gracias trabajo gobernador pablosilvaamaya mttchile dirigentes sociales empresarios damos inicio puesta marcha primera flota buses eléctricos sector poniente rancagua electromovilidad llegó quedarase además mejorar significativamente transporte público símbolo progreso futuro limpio sostenible chile,2024-05-09 15:01:30,joy,POS
@GabrielBoric,presidente boric discusión ruf “durante gobierno van reestablecer tribunales militares”,2024-05-09 10:53:37,others,NEU
@GabrielBoric,importante avance fortalecer trabajo carabdechile seguimos avanzando agenda seguridad gobiernodechile,2024-05-08 14:37:11,others,POS
@GabrielBoric,video mop anuncia cartera concesiones 20242028 43 llamados licitación usd 17600 millones,2024-05-08 19:30:00,others,NEU
@GabrielBoric,distancia puede ser obstáculo bienestar niños niñas mucha alegría instalamos primera piedra nuevo instituto teleton región o’higgins familias cuidadoras tantas veces invisibilizadas dejarán viajar largos trayectos región maule metropolitana bienvenida colaboración públicoprivada da respuesta urgencias necesidades familias chilenas,2024-05-09 13:01:10,others,NEU
@GabrielBoric,¿conocen tecnología cuántica capaz resolver problemas mayor rapidez sistemas computación actuales ello impone desafío prepararnos desarrollo sistemas revolucionarios temas ciberseguridad salud,2024-05-08 22:10:11,others,NEU
@GabrielBoric,hoy acompañé presidente gabrielboric entrega 250 viviendas familias conjunto habitacional orlando letelier san vicente tagua tagua destacó avance plan emergencia habitacional región o’higgins alcanzó 50 avance,2024-05-08 19:22:49,others,NEU
@GabrielBoric,seguimos avanzando trenes chile,2024-05-08 18:11:27,others,POS
@GabrielBoric,presunta colusión mercado oxígeno pandemia debe investigar fondo podemos tolerar sociedad instruido ministra salud ximenaguilera poner antecedentes manos consejo defensa evaluar acciones seguir permitiremos atente salud pública,2024-05-08 17:54:12,others,NEG
@GabrielBoric,gracias inteligencia artificial hoy hospital puede examinar 50 veces mamografías día mediante algoritmo entrenado identificar patrones masas cancerígenas alertar radiólogo casos alto riesgo,2024-05-08 15:30:02,others,NEU
@GabrielBoric,agricultura familiar campesina provee alimentos conserva preciado campo chileno identidad peralillo anunciamos nuevos recursos enfrentar invierno mejor manera comprar forraje equipamiento anticipación mejorar canales sistemas riego avanzar defensas fluviales evitar desborde ríos junto ministro agricultura tvalenzuelavt seguimos trabajando,2024-05-08 15:23:18,others,NEU
@GabrielBoric,jóvenes sirven patria bajo cuidado ejército ser tratados dignidad instruí ministra defensa nacional maya fernández tomara contacto comandante jefe ejército general javier iturriaga viernes asistan moneda personalmente detallen hechos todas medidas van tomar vuelva ocurrir apoyo familia franco difícil momento lunes voy juntar mamá romy vargas podemos permitir vuelva suceder memoria franco corresponde conocer toda verdad esclarezcan hechos asuman responsabilidades correspondan verdad justicia,2024-05-08 13:45:27,others,NEU
@GabrielBoric,seguimos gira región o’higgins hoy partimos recorriendo obras mejoramiento escuela pailimo marchigüe junto luciana presidenta centro estudiantes ministro educación nicocataldo subsecretario energía feliperamos1980 siempre orgullo ver cómo fortalecimiento educación pública da resultados cada peso invertido inversión niñas niños presente futuro chile,2024-05-08 12:49:19,joy,POS
@GabrielBoric,iniciamos gira región o’higgins junto ministra jlopezsaffie ministro tvalenzuelavt subsecretaria franperalesf delegado fabio lópez reunimos gobernador pablosilvaamaya alcaldes alcaldesas provincias colchagua cardenal caro seguir fortaleciendo trabajo conjunto materia seguridad obras públicas vivienda conectividad apoyos zonas rurales línea principales preocupaciones familias región,2024-05-07 18:56:48,others,NEU
@GabrielBoric,censado mañana recibí alejandra censista puerta casa completó cuestionario aplicando país permitirá construir mejores políticas públicas presente futuro chile invito todas abran puerta censo menos 15 minutos colaboremos chile enorme tarea,2024-05-06 09:31:30,others,NEU
@GabrielBoric,junto canciller albertoklaveren ministra s heidi berner recibimos moneda directora fondo monetario internacional fmi kristalina georgieva director departamento hemisferio occidental fmi rodrigo valdés jefa misión chile fmi andrea schaechter sostuvimos importante conversación torno avances económicos chile trabajo seguir creciendo mejor,2024-05-04 09:31:24,others,NEU
